	NODE_ID	PARENT_ID	FK_ID	PART	HIERARCHY_ID	parent_part_id
12227	14047639	14047638	LP39235-4	Orientia tsutsugamushi Ab.IgG	3	LP39234-7
12228	14047640	14047638	LP39236-2	Orientia tsutsugamushi Ab.IgM	3	LP39234-7
12229	14047644	14047643	LP39237-0	Orientia tsutsugamushi Gilliam Ab	3	LP28451-0
12230	14047648	14047647	LP39238-8	Orientia tsutsugamushi Karp Ab	3	LP28452-8
12231	14047652	14047651	LP39239-6	Orientia tsutsugamushi Kato Ab	3	LP28454-4
12232	14047656	14047655	LP39240-4	Orientia tsutsugamushi Litchfield Ab	3	LP28455-1
12233	14060243	14060241	LP39241-2	Origanum vulgare Ab.IgG	3	LP39242-0
12234	14060241	14060240	LP39242-0	Origanum vulgare Ab	3	LP17544-5
12235	14050079	14050078	LP39243-8	Orthopoxvirus DNA	3	LP14832-7
12236	14059147	14059146	LP39244-6	Oryza sativa Ab.IgG	3	LP39245-3
12237	14059146	14059145	LP39245-3	Oryza sativa Ab	3	LP13932-6
12238	14057459	14057457	LP39246-1	Ostrea edulis Ab.IgG	3	LP39247-9
12239	14057457	14057456	LP39247-9	Ostrea edulis Ab	3	LP17548-6
12240	14048424	14048423	LP39248-7	Ova & parasites identified	3	LP14833-5
12241	14066314	34184478	LP39249-5	Ovary Ab	3	LP18272-2
12242	14066315	14066314	LP39250-3	Ovary Ab.IgG	3	LP39249-5
12243	14050616	14050615	LP39251-1	Ovine herpesvirus 2 Ab	3	LP19927-0
12244	14050617	14050615	LP39252-9	Ovine herpesvirus 2 DNA	3	LP19927-0
12245	14050619	14050618	LP39253-7	Ovine progressive pneumonia virus Ab	3	LP19928-8
12246	14050620	14050618	LP39254-5	Ovine progressive pneumonia virus Ag	3	LP19928-8
12247	14050621	14050618	LP39255-2	Ovine progressive pneumonia virus DNA	3	LP19928-8
12248	14050623	14050622	LP39256-0	Ovine pulmonary adenomatosis retrovirus RNA	3	LP19929-6
12249	14060924	14060923	LP39257-8	P Ab	3	LP15232-9
12250	14061149	14061147	LP39260-2	P1 Ab	3	LP15234-5
12251	14061148	14061147	LP39261-0	P1 Ag	3	LP15234-5
12252	25019560	14061150	LP39262-8	P2 Ab	3	LP15235-2
12253	25019561	14061150	LP39263-6	P2 Ag	3	LP15235-2
12254	14064306	14064099	LP39264-4	P53 protein Ag	3	LP57347-4
12255	14066317	14066316	LP39265-1	Pancreatic islet cell Ab	3	LP16730-1
12256	14066318	14066317	LP39266-9	Pancreatic islet cell Ab.IgG	3	LP39265-1
12257	14066066	14066065	LP39267-7	Pancreatic oncofetal Ag	3	LP18277-1
12258	14057622	14057620	LP39268-5	Pandalus borealis Ab.IgG	3	LP39269-3
12259	14057620	14057619	LP39269-3	Pandalus borealis Ab	3	LP13959-9
12260	14059058	14059056	LP39270-1	Panicum milliaceum Ab.IgG	3	LP39271-9
12261	14059056	14059055	LP39271-9	Panicum milliaceum Ab	3	LP19348-9
12262	14050081	14050080	LP39272-7	Papova virus SV40 Ab	3	LP19191-3
12263	14048374	14048373	LP39273-5	Paracoccidioides brasiliensis Ab	3	LP16731-9
12264	14048760	14048759	LP39274-3	Paragonimus sp Ab	3	LP16732-7
12265	14050125	14050083	LP39275-0	Parainfluenza virus Ab	3	LP18337-3
12266	14050126	14050083	LP39276-8	Parainfluenza virus Ag	3	LP18337-3
12267	14050128	14050083	LP39277-6	Parainfluenza virus identified	3	LP18337-3
12268	14050085	14050084	LP39278-4	Parainfluenza virus 1 Ab	3	LP14241-1
12269	14050086	14050085	LP39279-2	Parainfluenza virus 1 Ab.IgG	3	LP39278-4
12270	14050087	14050085	LP39280-0	Parainfluenza virus 1 Ab.IgM	3	LP39278-4
12271	14050088	14050084	LP39281-8	Parainfluenza virus 1 Ag	3	LP14241-1
12272	14050089	14050084	LP39282-6	Parainfluenza virus 1 RNA	3	LP14241-1
12273	14050116	14050115	LP39283-4	Parainfluenza virus 1+2+3 Ab	3	LP19192-1
12274	14050117	14050115	LP39284-2	Parainfluenza virus 1+2+3 Ag	3	LP19192-1
12275	14050092	14050091	LP39285-9	Parainfluenza virus 2 Ab	3	LP14242-9
12276	14050093	14050092	LP39286-7	Parainfluenza virus 2 Ab.IgG	3	LP39285-9
12277	14050094	14050092	LP39287-5	Parainfluenza virus 2 Ab.IgM	3	LP39285-9
12278	14050095	14050091	LP39288-3	Parainfluenza virus 2 Ag	3	LP14242-9
12279	14050096	14050091	LP39289-1	Parainfluenza virus 2 RNA	3	LP14242-9
12280	14050099	14050098	LP39290-9	Parainfluenza virus 3 Ab	3	LP14243-7
12281	14050100	14050099	LP39291-7	Parainfluenza virus 3 Ab.IgG	3	LP39290-9
12282	14050101	14050099	LP39292-5	Parainfluenza virus 3 Ab.IgM	3	LP39290-9
12283	14050102	14050098	LP39293-3	Parainfluenza virus 3 Ag	3	LP14243-7
12284	14050103	14050098	LP39294-1	Parainfluenza virus 3 RNA	3	LP14243-7
12285	14050107	14050106	LP39295-8	Parainfluenza virus 4 Ab.IgG	3	LP39296-6
12286	14050106	14050105	LP39296-6	Parainfluenza virus 4 Ab	3	LP35704-3
12287	14050108	14050105	LP39297-4	Parainfluenza virus 4 Ag	3	LP35704-3
12288	14050109	14050105	LP39298-2	Parainfluenza virus 4 RNA	3	LP35704-3
12289	14050124	14050123	LP39299-0	Parainfluenza virus A Ab	3	LP19193-9
12290	14057381	14057380	LP39300-6	Parakeet droppings Ab	3	LP13989-6
12291	14057383	14057381	LP39301-4	Parakeet droppings Ab.IgG	3	LP39300-6
12292	14057389	14057388	LP39302-2	Parakeet serum Ab	3	LP13988-8
12293	14065993	14065992	LP39303-0	Paraneoplastic Ab	3	LP31775-7
12294	14048762	14048761	LP39304-8	Parasite identified	3	LP14505-9
12295	14066075	14066074	LP39305-5	Parathyrin Ab	3	LP18184-9
12296	14066077	14066076	LP39306-3	Parietal cell Ab	3	LP16734-3
12297	14066078	14066077	LP39307-1	Parietal cell Ab.IgG	3	LP39306-3
12298	14057396	14057395	LP39308-9	Parrot droppings Ab	3	LP13987-0
12299	14057398	14057396	LP39309-7	Parrot droppings Ab.IgG	3	LP39308-9
12300	14057405	14057404	LP39310-5	Parrot serum Ab	3	LP13986-2
12301	14050131	14050130	LP39311-3	Parvovirus B19 Ab	3	LP16661-8
12302	14050134	14050131	LP39312-1	Parvovirus B19 Ab.IgG	3	LP39311-3
12303	14050135	14050131	LP39313-9	Parvovirus B19 Ab.IgM	3	LP39311-3
12304	14050136	14050130	LP39314-7	Parvovirus B19 DNA	3	LP16661-8
12305	14050137	14050130	LP39315-4	Parvovirus B19 RNA	3	LP16661-8
12306	14059014	14059012	LP39316-2	Paspalum notatum Ab.IgG	3	LP39317-0
12307	14059012	14059011	LP39317-0	Paspalum notatum Ab	3	LP13951-6
12308	14047659	14047658	LP39318-8	Pasteurella multocida Ab	3	LP14271-8
12309	14047660	14047658	LP39319-6	Pasteurella multocida Ag	3	LP14271-8
12310	14047661	14047658	LP39320-4	Pasteurella multocida rRNA	3	LP14271-8
12311	14065625	14065624	LP39321-2	PCNA extractable nuclear Ab	3	LP16735-0
12312	14064322	14064099	LP39322-0	Peanut agglutinin Ag	3	LP57347-4
12313	14057465	14057463	LP39323-8	Pecten spp Ab.IgG	3	LP39324-6
12314	14057463	14057462	LP39324-6	Pecten spp Ab	3	LP17619-5
12315	14048377	14048376	LP39325-3	Penicillium notatum Ab	3	LP13949-0
12316	14058413	14058412	LP39325-3	Penicillium notatum Ab	3	LP13949-0
12317	14048378	14048377	LP39326-1	Penicillium notatum Ab.IgG	3	LP39325-3
12318	14058415	14058413	LP39326-1	Penicillium notatum Ab.IgG	3	LP39325-3
12319	14048381	14048380	LP39327-9	Penicillium roqueforti Ab	3	LP16736-8
12320	14058419	14058405	LP39328-7	Penicillium sp Ab	3	LP19195-4
12321	14058420	14058419	LP39329-5	Penicillium sp Ab.IgG	3	LP39328-7
12322	14059808	14059806	LP39330-3	Pepper bell Ab.IgG	3	LP39331-1
12323	14059806	14059805	LP39331-1	Pepper bell Ab	3	LP14366-6
12324	14059891	14059890	LP39332-9	Pepper cayenne Ab.IgG	3	LP39333-7
12325	14059890	14059889	LP39333-7	Pepper cayenne Ab	3	LP15130-5
12326	14060100	14060098	LP39334-5	Pepper green Ab.IgG	3	LP39335-2
12327	14060098	14060097	LP39335-2	Pepper green Ab	3	LP17218-6
12328	14060507	14060506	LP39336-0	Pepper white Ab.IgG	3	LP39337-8
12329	14060506	14060504	LP39337-8	Pepper white Ab	3	LP14210-6
12330	14060511	14060509	LP39338-6	Pepper white+Pepper black Ab.IgG	3	LP39339-4
12331	14060509	14060508	LP39339-4	Pepper white+Pepper black Ab	3	LP14209-8
12332	14057583	14057581	LP39340-2	Perca spp Ab.IgG	3	LP39341-0
12333	14057581	14057580	LP39341-0	Perca spp Ab	3	LP17050-3
12334	14059770	14059769	LP39342-8	Persea americana Ab.IgG	3	LP39343-6
12335	14059769	14059768	LP39343-6	Persea americana Ab	3	LP16921-6
12336	14050625	14050624	LP39344-4	Peste des petits ruminants virus Ab	3	LP19932-0
12337	14050626	14050624	LP39345-1	Peste des petits ruminants virus Ag	3	LP19932-0
12338	14050627	14050624	LP39346-9	Peste des petits ruminants virus RNA	3	LP19932-0
12339	14060259	14060257	LP39347-7	Petroselinum crispum Ab.IgG	3	LP39348-5
12340	14060257	14060256	LP39348-5	Petroselinum crispum Ab	3	LP17042-0
12341	14060162	14060160	LP39349-3	Phaseolus limensis Ab.IgG	3	LP39350-1
12342	14060160	14060159	LP39350-1	Phaseolus limensis Ab	3	LP17317-6
12343	14066084	14066083	LP39351-9	Phenylalanine hydroxylase Ab	3	LP36857-8
12344	14059180	14059178	LP39352-7	Phleum pratense Ab.IgG	3	LP39353-5
12345	14059178	14059177	LP39353-5	Phleum pratense Ab	3	LP13916-9
12346	14058425	14058423	LP39354-3	Phoma betae Ab.IgG	3	LP39355-0
12347	14058423	14058422	LP39355-0	Phoma betae Ab	3	LP17051-1
12348	14058427	14058426	LP39356-8	Phoma herbarum Ab	3	LP18304-3
12349	14058429	14058427	LP39357-6	Phoma herbarum Ab.IgG	3	LP39356-8
12350	14058431	14058430	LP39358-4	Phoma sp Ab.IgG	3	LP39359-2
12351	14058430	14058421	LP39359-2	Phoma sp Ab	3	LP14011-8
12352	14056860	14056836	LP39360-0	Phosphatidate Ab	3	LP40278-1
12353	14056861	14056860	LP39361-8	Phosphatidate Ab.IgA	3	LP39360-0
12354	14056862	14056860	LP39362-6	Phosphatidate Ab.IgG	3	LP39360-0
12355	14056863	14056860	LP39363-4	Phosphatidate Ab.IgM	3	LP39360-0
12356	14056864	14056836	LP39364-2	Phosphatidylcholine Ab	3	LP40278-1
12357	14056865	14056864	LP39365-9	Phosphatidylcholine Ab.IgA	3	LP39364-2
12358	14056868	14056864	LP39366-7	Phosphatidylcholine Ab.IgG	3	LP39364-2
12359	14056871	14056864	LP39367-5	Phosphatidylcholine Ab.IgM	3	LP39364-2
12360	14056874	14056836	LP39368-3	Phosphatidylethanolamine Ab	3	LP40278-1
12361	14056875	14056874	LP39369-1	Phosphatidylethanolamine Ab.IgA	3	LP39368-3
12362	14056878	14056874	LP39370-9	Phosphatidylethanolamine Ab.IgG	3	LP39368-3
12363	14056881	14056874	LP39371-7	Phosphatidylethanolamine Ab.IgM	3	LP39368-3
12364	14056887	14056884	LP39372-5	Phosphatidylglycerol Ab.IgA	3	LP39373-3
12365	14056884	14056836	LP39373-3	Phosphatidylglycerol Ab	3	LP40278-1
12366	14056886	14056884	LP39374-1	Phosphatidylglycerol Ab.IgG	3	LP39373-3
12367	14056885	14056884	LP39375-8	Phosphatidylglycerol Ab.IgM	3	LP39373-3
12368	14056888	14056836	LP39376-6	Phosphatidylinositol Ab	3	LP40278-1
12369	14056889	14056888	LP39377-4	Phosphatidylinositol Ab.IgA	3	LP39376-6
12370	14056890	14056888	LP39378-2	Phosphatidylinositol Ab.IgG	3	LP39376-6
12371	14056891	14056888	LP39379-0	Phosphatidylinositol Ab.IgM	3	LP39376-6
12372	14056892	14056836	LP39380-8	Phosphatidylserine Ab	3	LP40278-1
12373	14056893	14056892	LP39381-6	Phosphatidylserine Ab.IgA	3	LP39380-8
12374	14056896	14056892	LP39382-4	Phosphatidylserine Ab.IgG	3	LP39380-8
12375	14056899	14056892	LP39383-2	Phosphatidylserine Ab.IgM	3	LP39380-8
12376	14056907	14056906	LP39384-0	Phospholipid Ab.IgA	3	LP21197-6
12377	14056908	14056906	LP39385-7	Phospholipid Ab.IgG	3	LP21197-6
12378	14056909	14056906	LP39386-5	Phospholipid Ab.IgM	3	LP21197-6
12379	14058716	14058713	LP39387-3	Phthalic anhydride Ab.IgG	3	LP39388-1
12380	14058713	14058712	LP39388-1	Phthalic anhydride Ab	3	LP17562-7
12381	14058715	14058713	LP39389-9	Phthalic anhydride Ab.IgM	3	LP39388-1
12382	14057415	14057414	LP39390-7	Pigeon droppings Ab	3	LP13991-2
12383	14057417	14057415	LP39391-5	Pigeon droppings Ab.IgG	3	LP39390-7
12384	14057423	14057422	LP39392-3	Pigeon serum Ab	3	LP14471-4
12385	14057425	14057423	LP39393-1	Pigeon serum Ab.IgG	3	LP39392-3
12386	14060276	14060275	LP39394-9	Pigweed Ab.IgG	3	LP39395-6
12387	14060275	14060274	LP39395-6	Pigweed Ab	3	LP17564-3
12388	14059816	14059814	LP39396-4	Piper nigrum Ab.IgG	3	LP39397-2
12389	14059814	14059813	LP39397-2	Piper nigrum Ab	3	LP14211-4
12390	14060269	14060267	LP39398-0	Pisum sativum Ab.IgG	3	LP39399-8
12391	14060267	14060266	LP39399-8	Pisum sativum Ab	3	LP17043-8
12392	14066091	14066090	LP39400-4	PL-12 Ab	3	LP30803-8
12393	14066093	14066092	LP39401-2	PL-7 Ab	3	LP30804-6
12394	14066095	14066094	LP39402-0	PlA1 Ab	3	LP36463-5
12395	14053807	14053806	LP39403-8	Plant identified	3	LP29293-5
12396	14050802	14050801	LP39404-6	Plant.toxic identified	3	LP14838-4
12397	14060025	14060023	LP39405-3	Plantago lanceolata Ab.IgG	3	LP39406-1
12398	14060023	14060022	LP39406-1	Plantago lanceolata Ab	3	LP13927-6
12399	14056915	14056914	LP39407-9	Plasmin inhibitor Ag	3	LP16883-8
12400	14056645	14056644	LP39408-7	Plasminogen Ag	3	LP16482-9
12401	14056647	14056646	LP39409-5	Plasminogen activator inhibitor Ag	3	LP16888-7
12402	14056649	14056648	LP39410-3	Plasminogen activator inhibitor 1 Ag	3	LP16886-1
12403	14056651	14056650	LP39411-1	Plasminogen activator inhibitor 2 Ag	3	LP16887-9
12404	14048765	14048764	LP39412-9	Plasmodium falciparum Ab	3	LP14839-2
12405	14048768	14048764	LP39413-7	Plasmodium falciparum Ag	3	LP14839-2
12406	14048769	14048764	LP39414-5	Plasmodium falciparum DNA	3	LP14839-2
12407	14048773	14048772	LP39415-2	Plasmodium malariae Ab	3	LP17106-3
12408	14048774	14048773	LP39416-0	Plasmodium malariae Ab.IgG	3	LP39415-2
12409	14048775	14048773	LP39417-8	Plasmodium malariae Ab.IgM	3	LP39415-2
12410	14048776	14048772	LP39418-6	Plasmodium malariae DNA	3	LP17106-3
12411	14048778	14048777	LP39419-4	Plasmodium ovale Ab	3	LP17139-4
12412	14048780	14048777	LP39420-2	Plasmodium ovale DNA	3	LP17139-4
12413	14048781	14048763	LP39421-0	Plasmodium sp Ab	3	LP14840-0
12414	14048785	14048763	LP39422-8	Plasmodium sp identified	3	LP14840-0
12415	14048788	14048787	LP39423-6	Plasmodium vivax Ab	3	LP14841-8
12416	14048790	14048787	LP39424-4	Plasmodium vivax Ag	3	LP14841-8
12417	14048791	14048787	LP39425-1	Plasmodium vivax DNA	3	LP14841-8
12418	14059258	14059256	LP39426-9	Platanus occidentalis Ab.IgG	3	LP39427-7
12419	14059256	14059255	LP39427-7	Platanus occidentalis Ab	3	LP17638-5
12420	14066098	14066097	LP39428-5	Platelet Ab.IgA	3	LP28760-4
12421	14066099	14066097	LP39429-3	Platelet Ab.IgG	3	LP28760-4
12422	14066100	14066097	LP39430-1	Platelet Ab.IgM	3	LP28760-4
12423	14066107	14066106	LP39431-9	Platelet associated Ab	3	LP29100-2
12424	14066108	14066107	LP39432-7	Platelet associated Ab.IgA	3	LP39431-9
12425	14066109	14066107	LP39433-5	Platelet associated Ab.IgG	3	LP39431-9
12426	14066110	14066107	LP39434-3	Platelet associated Ab.IgM	3	LP39431-9
12427	14056818	14056817	LP39435-0	Platelet factor 4 Ag	3	LP16902-6
12428	14066124	14066123	LP39436-8	Platelet glycoprotein Ab (HPA)	3	LP36439-5
12429	14066135	14066134	LP39437-6	PM-1 Ab	3	LP18568-3
12430	14065627	14065626	LP39438-4	PM-SCL extractable nuclear Ab	3	LP18265-6
12431	14048385	14048384	LP39440-0	Pneumocystis jiroveci Ag	3	LP17137-8
12432	14048386	14048384	LP39441-8	Pneumocystis jiroveci DNA	3	LP17137-8
12433	14048383	14048382	LP39442-6	Pneumocystis sp identified	3	LP14842-6
12434	14059101	14059099	LP39443-4	Poa pratensis Ab.IgG	3	LP39444-2
12435	14059099	14059098	LP39444-2	Poa pratensis Ab	3	LP17431-5
12436	14050148	14050140	LP39445-9	Polio virus Ab	3	LP18878-6
12437	14050149	14050148	LP39446-7	Polio virus Ab.IgG	3	LP39445-9
12438	14050150	14050148	LP39447-5	Polio virus Ab.IgM	3	LP39445-9
12439	14050143	14050142	LP39448-3	Polio virus 1 Ab	3	LP14058-9
12440	14050145	14050144	LP39449-1	Polio virus 2 Ab	3	LP14059-7
12441	14050147	14050146	LP39450-9	Polio virus 3 Ab	3	LP14060-5
12442	14057853	14057851	LP39451-7	Polistes spp Ab.IgG	3	LP39452-5
12443	14057851	14057850	LP39452-5	Polistes spp Ab	3	LP17039-6
12444	14059376	14059374	LP39453-3	Populus deltoides Ab.IgG	3	LP39454-1
12445	14059374	14059373	LP39454-1	Populus deltoides Ab	3	LP13967-2
12446	14059271	14059269	LP39455-8	Populus tremula Ab.IgG	3	LP39456-6
12447	14059269	14059268	LP39456-6	Populus tremula Ab	3	LP17305-1
12448	14050629	14050628	LP39457-4	Porcine adenovirus Ab	3	LP14273-4
12449	14050630	14050628	LP39458-2	Porcine adenovirus Ag	3	LP14273-4
12450	14050632	14050631	LP39459-0	Porcine circovirus Ag	3	LP14274-2
12451	14050634	14050633	LP39460-8	Porcine enterovirus Ab	3	LP19933-8
12452	14050635	14050633	LP39461-6	Porcine enterovirus Ag	3	LP19933-8
12453	14050641	14050640	LP39462-4	Porcine influenza virus A Ab	3	LP14275-9
12454	14050642	14050640	LP39463-2	Porcine influenza virus A Ag	3	LP14275-9
12455	14050644	14050643	LP39464-0	Porcine parvovirus Ab	3	LP14276-7
12456	14050645	14050643	LP39465-7	Porcine parvovirus Ag	3	LP14276-7
12457	14050647	14050646	LP39466-5	Porcine reproductive and respiratory syndrome virus Ab	3	LP14277-5
12458	14050654	14050646	LP39467-3	Porcine reproductive and respiratory syndrome virus Ag	3	LP14277-5
12459	14050655	14050646	LP39468-1	Porcine reproductive and respiratory syndrome virus RNA	3	LP14277-5
12460	14050671	14050670	LP39469-9	Porcine respiratory coronavirus Ab	3	LP19934-6
12461	14050672	14050670	LP39470-7	Porcine respiratory coronavirus Ag	3	LP19934-6
12462	14050673	14050670	LP39471-5	Porcine respiratory coronavirus RNA	3	LP19934-6
12463	14050675	14050674	LP39472-3	Porcine rotavirus Ag	3	LP14278-3
12464	14057245	14057244	LP39473-1	Pork Ab.IgG	3	LP39474-9
12465	14057244	14057243	LP39474-9	Pork Ab	3	LP14221-3
12466	14050152	14050151	LP39475-6	Powassan virus Ab	3	LP21134-9
12467	14050153	14050152	LP39476-4	Powassan virus Ab.IgG	3	LP39475-6
12468	14050154	14050152	LP39477-2	Powassan virus Ab.IgM	3	LP39475-6
12469	14050157	14050151	LP39478-0	Powassan virus RNA	3	LP21134-9
12470	14050156	14050155	LP39479-8	Powassan virus polyvalent E Ab	3	LP36591-3
12471	14064330	14064329	LP39481-4	Progesterone receptor Ag	3	LP14902-8
12472	14064336	14064099	LP39482-2	Prolactin Ag	3	LP57347-4
12473	14059505	14059503	LP39483-0	Prosopis juliflora Ab.IgG	3	LP39484-8
12474	14059503	14059502	LP39484-8	Prosopis juliflora Ab	3	LP13971-4
12475	14056658	14056657	LP39485-5	Protein C Ag	3	LP16485-2
12476	14056664	14056663	LP39486-3	Protein C+Acarboxy Ag	3	LP16903-4
12477	14056666	14056665	LP39487-1	Protein S Ag	3	LP16486-0
12478	14056670	14056669	LP39488-9	Protein S.free Ag	3	LP28872-7
12479	14056673	14056672	LP39489-7	Protein S+Acarboxy Ag	3	LP16865-5
12480	14056675	14056674	LP39490-5	Protein S+Acarboxy.free Ag	3	LP28893-3
12481	14066145	14066144	LP39491-3	Proteinase 3 Ab	3	LP17259-0
12482	14048392	14048391	LP39492-1	Prototheca identified	3	LP14843-4
12483	14056918	14056916	LP39493-9	Prothrombin Ab	3	LP16010-8
12484	14056919	14056918	LP39494-7	Prothrombin Ab.IgG	3	LP39493-9
12485	14056920	14056918	LP39495-4	Prothrombin Ab.IgM	3	LP39493-9
12486	14056917	14056916	LP39496-2	Prothrombin Ag	3	LP16010-8
12487	14056923	14056922	LP39497-0	Prothrombin fragment 1+2 Ag	3	LP16869-7
12488	14048794	14048793	LP39498-8	Protozoa identified	3	LP34863-8
12489	14058781	14058779	LP39499-6	Prunus armeniaca Ab.IgG	3	LP39500-1
12490	14058779	14058778	LP39500-1	Prunus armeniaca Ab	3	LP17298-8
12491	14058813	14058811	LP39501-9	Prunus avium Ab.IgG	3	LP39502-7
12492	14058811	14058810	LP39502-7	Prunus avium Ab	3	LP17176-6
12493	14058968	14058966	LP39503-5	Prunus domestica Ab.IgG	3	LP39504-3
12494	14058966	14058965	LP39504-3	Prunus domestica Ab	3	LP17219-4
12495	14059247	14059245	LP39505-0	Prunus dulcis Ab.IgG	3	LP39506-8
12496	14059245	14059244	LP39506-8	Prunus dulcis Ab	3	LP16912-5
12497	14058941	14058940	LP39507-6	Prunus persica Ab.IgG	3	LP39508-4
12498	14058940	14058939	LP39508-4	Prunus persica Ab	3	LP17044-6
12499	14058912	14058911	LP39509-2	Prunus persica var nucipersica Ab.IgG	3	LP39510-0
12500	14058911	14058910	LP39510-0	Prunus persica var nucipersica Ab	3	LP17526-2
12501	14048390	14048389	LP39511-8	Pseudallescheria boydii Ab.IgG	3	LP39512-6
12502	14048389	14048388	LP39512-6	Pseudallescheria boydii Ab	3	LP31786-4
12503	14047674	14047673	LP39513-4	Pseudomonas aeruginosa Ab	3	LP19204-4
12504	14050677	14050676	LP39514-2	Pseudorabies virus Ab	3	LP14279-1
12505	14050678	14050676	LP39515-9	Pseudorabies virus Ag	3	LP14279-1
12506	14050681	14050676	LP39516-7	Pseudorabies virus DNA	3	LP14279-1
12507	14050680	14050679	LP39517-5	Pseudorabies virus.ClinEase gene deletion Ab	3	LP18847-1
12508	14050683	14050682	LP39518-3	Pseudorabies virus.G1 gene deletion Ab	3	LP28878-4
12509	14050685	14050684	LP39519-1	Pseudorabies virus.HerdCheck gene deletion Ab	3	LP18848-9
12510	14050687	14050686	LP39520-9	Pseudorabies virus.OmniMark gene deletion Ab	3	LP18849-7
12511	14050689	14050688	LP39521-7	Pseudorabies virus.Tolvid gene deletion Ab	3	LP18850-5
12512	14050691	14050690	LP39522-5	Psittacid herpesvirus 1 Ab	3	LP36459-3
12513	14058438	14058437	LP39523-3	Pullularia sp Ab	3	LP13990-4
12514	14058440	14058438	LP39524-1	Pullularia sp Ab.IgG	3	LP39523-3
12515	14066148	14066147	LP39525-8	Purkinje cells Ab	3	LP17260-8
12516	14066149	14066148	LP39526-6	Purkinje cells Ab.IgG	3	LP39525-8
12517	14066154	14066153	LP39527-4	Purkinje cell cytoplasmic type 2 Ab	3	LP31708-8
12518	14066156	14066155	LP39528-2	Purkinje cell cytoplasmic type Tr Ab	3	LP31709-6
12519	14058956	14058954	LP39529-0	Pyrus communis Ab.IgG	3	LP39530-8
12520	14058954	14058953	LP39530-8	Pyrus communis Ab	3	LP17045-3
12521	14059733	14059731	LP39531-6	Quercus alba Ab.IgG	3	LP39532-4
12522	14059731	14059730	LP39532-4	Quercus alba Ab	3	LP13922-7
12523	14050168	14050167	LP39533-2	Rabies virus Ab	3	LP16737-6
12524	14050169	14050168	LP39534-0	Rabies virus Ab.IgG	3	LP39533-2
12525	14050171	14050167	LP39535-7	Rabies virus Ag	3	LP16737-6
12526	25022492	14050167	LP39536-5	Rabies virus DNA	3	LP16737-6
12527	14050175	14050167	LP39537-3	Rabies virus identified	3	LP16737-6
12528	14060385	14060384	LP39540-7	Ambrosia elatior+Ambrosia trifida Ab.IgG	3	LP39541-5
12529	14060384	14060383	LP39541-5	Ambrosia elatior+Ambrosia trifida Ab	3	LP17595-7
12530	14060318	14060316	LP39542-3	Raphanus sativus Ab.IgG	3	LP39543-1
12531	14060316	14060315	LP39543-1	Raphanus sativus Ab	3	LP17590-8
12532	14048111	14048110	LP39544-9	Reagin Ab	3	LP15056-2
12533	14050177	14050176	LP39545-6	Reovirus Ab	3	LP15011-7
12534	14050183	14050178	LP39546-4	Respiratory syncytial virus Ab	3	LP14244-5
12535	14050185	14050183	LP39547-2	Respiratory syncytial virus Ab.IgG	3	LP39546-4
12536	14050186	14050183	LP39548-0	Respiratory syncytial virus Ab.IgM	3	LP39546-4
12537	14050187	14050178	LP39549-8	Respiratory syncytial virus Ag	3	LP14244-5
12538	14050191	14050178	LP39550-6	Respiratory syncytial virus identified	3	LP14244-5
12539	14050192	14050178	LP39551-4	Respiratory syncytial virus RNA	3	LP14244-5
12540	14050180	14050179	LP39552-2	Respiratory syncytial virus A RNA	3	LP28879-2
12541	14050189	14050188	LP39553-0	Respiratory syncytial virus B RNA	3	LP28880-0
12542	14066166	14066165	LP39554-8	Reticulin Ab	3	LP15850-8
12543	14066168	14066166	LP39555-5	Reticulin Ab.IgA	3	LP39554-8
12544	14066167	14066166	LP39556-3	Reticulin Ab.IgG	3	LP39554-8
12545	14050693	14050692	LP39557-1	Reticuloendotheliosis virus Ab	3	LP18826-5
12546	14050197	14050196	LP39558-9	Retrovirus identified	3	LP19212-7
12547	14066170	14066169	LP39559-7	Rheumatoid arthritis nuclear Ab	3	LP18024-7
12548	14050199	14050198	LP39560-5	Rhinovirus Ag	3	LP17714-4
12549	14050200	14050198	LP39561-3	Rhinovirus RNA	3	LP17714-4
12550	14049172	14049171	LP39562-1	Rhinovirus+Enterovirus Ag	3	LP35705-0
12551	14049173	14049171	LP39563-9	Rhinovirus+Enterovirus RNA	3	LP35705-0
12552	14048395	14048394	LP39564-7	Rhizomucor pusillus Ab	3	LP21142-2
12553	14048398	14048397	LP39565-4	Rhizopus arrhizus Ab	3	LP21106-7
12554	14058443	14058442	LP39566-2	Rhizopus nigricans Ab.IgG	3	LP39567-0
12555	14058442	14058441	LP39567-0	Rhizopus nigricans Ab	3	LP17062-8
12556	14047689	14047688	LP39568-8	Rhodococcus equi Ab	3	LP14280-9
12557	14065629	14065628	LP39569-6	Ribonucleoprotein extractable nuclear Ab	3	LP14317-9
12558	14065630	14065629	LP39570-4	Ribonucleoprotein extractable nuclear Ab.IgG	3	LP39569-6
12559	14066175	26947266	LP39571-2	Ribosomal Ab	3	LP7844-6
12560	14066177	26947266	LP39572-0	Ribosomal P Ab	3	LP7844-6
12561	14066178	14066177	LP39574-6	Ribosomal P Ab.IgG	3	LP39572-0
12562	14054183	14054181	LP39575-3	Ricin toxin Ab.IgG	3	LP39576-1
12563	14054181	14054180	LP39576-1	Ricin toxin Ab	3	LP35837-1
