ParentPartNumber	ParentPart	ParentPartTypeName	ChildPartNumber	ChildPart	ChildPartName	LoincNumber	LoincFormalName
LP31953-0	Chemistry methods	METHOD	LP6351-3	ISE	METHOD	59473-9	Calcium.ionized^^adjusted to pH 7.4:MCnc:Pt:BldV:Qn:ISE
LP31953-0	Chemistry methods	METHOD	LP6351-3	ISE	METHOD	57333-7	Calcium.ionized^^adjusted to pH 7.4:MCnc:Pt:Ser/Plas:Qn:ISE
LP31953-0	Chemistry methods	METHOD	LP6351-3	ISE	METHOD	17864-0	Calcium.ionized:MCnc:Pt:Ser/Plas:Qn:ISE
LP31953-0	Chemistry methods	METHOD	LP6351-3	ISE	METHOD	12180-6	Calcium.ionized:SCnc:Pt:Ser/Plas:Qn:ISE
LP31953-0	Chemistry methods	METHOD	LP6351-3	ISE	METHOD	73572-0	Magnesium.ionized:SCnc:Pt:Bld:Qn:ISE
LP31953-0	Chemistry methods	METHOD	LP6351-3	ISE	METHOD	73573-8	Magnesium.ionized^^adjusted to pH 7.4:SCnc:Pt:Bld:Qn:ISE
LP31953-0	Chemistry methods	METHOD	LP95062-3	LC/MS/MS	METHOD	90360-9	Trimethylamine N-oxide:SCnc:Pt:Ser/Plas:Qn:LC/MS/MS
LP31953-0	Chemistry methods	METHOD	LP95062-3	LC/MS/MS	METHOD	89324-8	Insulin.intact:ACnc:Pt:Ser:Qn:LC/MS/MS
LP31953-0	Chemistry methods	METHOD	LP95062-3	LC/MS/MS	METHOD	92726-9	17-Hydroxyprogesterone:MCnc:Pt:Bld.dot:Qn:LC/MS/MS
LP31953-0	Chemistry methods	METHOD	LP95062-3	LC/MS/MS	METHOD	79567-4	Lysophosphatidylcholine(26:0):SCnc:Pt:Bld.dot:Qn:LC/MS/MS
LP31953-0	Chemistry methods	METHOD	LP95062-3	LC/MS/MS	METHOD	97004-6	Insulin type:Prid:Pt:Ser/Plas:Nom:LC/MS/MS
LP31953-0	Chemistry methods	METHOD	LP30818-6	Levamisole inhibition	METHOD	33063-9	Alkaline phosphatase isoenzymes:CCnc:Pt:Ser/Plas:Qn:Levamisole inhibition
LP31953-0	Chemistry methods	METHOD	LP6367-9	Light scattering	METHOD		
LP6367-9	Light scattering	METHOD	LP6415-6	Nephelometry	METHOD	80515-0	Immunoglobulin light chains.kappa.free:MCnc:Pt:Ser:Qn:Nephelometry
LP6367-9	Light scattering	METHOD	LP6415-6	Nephelometry	METHOD	80516-8	Immunoglobulin light chains.lambda.free:MCnc:Pt:Ser:Qn:Nephelometry
LP6367-9	Light scattering	METHOD	LP6415-6	Nephelometry	METHOD	80517-6	Immunoglobulin light chains.kappa.free/Immunoglobulin light chains.lambda.free:MRto:Pt:Ser:Qn:Nephelometry
LP6367-9	Light scattering	METHOD	LP6415-6	Nephelometry	METHOD	82721-2	Intravenous lipid emulsion:MCnc:Pt:Ser:Qn:Nephelometry
LP6367-9	Light scattering	METHOD	LP6415-6	Nephelometry	METHOD	6771-0	Alpha 1 antitrypsin:MCnc:Pt:Ser/Plas:Qn:Nephelometry
LP6367-9	Light scattering	METHOD	LP6415-6	Nephelometry	METHOD	12466-9	Alpha 1 antitrypsin:MCnc:Pt:Amnio fld:Qn:Nephelometry
LP6367-9	Light scattering	METHOD	LP6415-6	Nephelometry	METHOD	46129-3	Alpha 1 antitrypsin:MCnc:Pt:Ser/Plas:Qn:Nephelometry
LP6367-9	Light scattering	METHOD	LP6415-6	Nephelometry	METHOD	46130-1	Prealbumin:MCnc:Pt:Ser/Plas:Qn:Nephelometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	44933-0	Specific gravity:Rden:24H:Urine:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	14345-3	Specific gravity:Rden:Pt:Amnio fld:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	14346-1	Specific gravity:Rden:Pt:CSF:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	14347-9	Specific gravity:Rden:Pt:Gast fld:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	14348-7	Specific gravity:Rden:Pt:Periton fld:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	14349-5	Specific gravity:Rden:Pt:Plr fld:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	14350-3	Specific gravity:Rden:Pt:Synv fld:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	14351-1	Specific gravity:Rden:Pt:Stool:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	14352-9	Specific gravity:Rden:Pt:Water:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	35414-2	Specific gravity:Rden:Pt:Body fld:Qn:Refractometry
LP6367-9	Light scattering	METHOD	LP6484-2	Refractometry	METHOD	68384-7	Specific gravity:Rden:Pt:Pericard fld:Qn:Refractometry
LP31953-0	Chemistry methods	METHOD	LP186074-3	MS.MALDI-TOF	METHOD	90990-3	Protein.monoclonal isotype:Prid:Pt:Ser/Plas:Nom:MS.MALDI-TOF
LP31953-0	Chemistry methods	METHOD	LP97748-5	Post hydrolysis	METHOD	57796-5	Reducing substances:PrThr:Pt:Stool:Ord:Post hydrolysis
LP31953-0	Chemistry methods	METHOD	LP97748-5	Post hydrolysis	METHOD	57797-3	Glucose:MCnc:Pt:Stool:Qn:Post hydrolysis
LP31953-0	Chemistry methods	METHOD	LP270162-3	Production of 6-Methylmercaptopurine	METHOD	91141-2	Thiopurine methyltransferase:CCnc:Pt:RBC:Qn:Production of 6-Methylmercaptopurine
LP31953-0	Chemistry methods	METHOD	LP270164-9	Production of 6-Methylmercaptopurine riboside	METHOD	91142-0	Thiopurine methyltransferase:CCnc:Pt:RBC:Qn:Production of 6-Methylmercaptopurine riboside
LP31953-0	Chemistry methods	METHOD	LP270165-6	Production of 6-Methylthioguanine riboside	METHOD	91143-8	Thiopurine methyltransferase:CCnc:Pt:RBC:Qn:Production of 6-Methylthioguanine riboside
LP31953-0	Chemistry methods	METHOD	LP6479-2	Reaction: lactate to pyruvate	METHOD	81430-1	Lactate dehydrogenase:CCnc:Pt:Dial fld prt:Qn:Reaction: lactate to pyruvate
LP31953-0	Chemistry methods	METHOD	LP6479-2	Reaction: lactate to pyruvate	METHOD	68387-0	Lactate dehydrogenase:CCnc:Pt:Periton fld:Qn:Reaction: lactate to pyruvate
LP31953-0	Chemistry methods	METHOD	LP6479-2	Reaction: lactate to pyruvate	METHOD	68453-0	Lactate dehydrogenase:CCnc:Pt:Synv fld:Qn:Reaction: lactate to pyruvate
LP31953-0	Chemistry methods	METHOD	LP6479-2	Reaction: lactate to pyruvate	METHOD	60019-7	Lactate dehydrogenase:CCnc:Pt:Pericard fld:Qn:Reaction: lactate to pyruvate
LP31953-0	Chemistry methods	METHOD	LP6479-2	Reaction: lactate to pyruvate	METHOD	60022-1	Lactate dehydrogenase:CCnc:Pt:Plr fld:Qn:Reaction: lactate to pyruvate
LP31953-0	Chemistry methods	METHOD	LP6479-2	Reaction: lactate to pyruvate	METHOD	60024-7	Lactate dehydrogenase:CCnc:Pt:CSF:Qn:Reaction: lactate to pyruvate
LP31953-0	Chemistry methods	METHOD	LP6479-2	Reaction: lactate to pyruvate	METHOD	56759-4	Lactate dehydrogenase:CCnc:Pt:Semen:Qn:Reaction: lactate to pyruvate
LP31953-0	Chemistry methods	METHOD	LP6479-2	Reaction: lactate to pyruvate	METHOD	14803-1	Lactate dehydrogenase:CCnc:Pt:Body fld:Qn:Reaction: lactate to pyruvate
LP31953-0	Chemistry methods	METHOD	LP6479-2	Reaction: lactate to pyruvate	METHOD	14804-9	Lactate dehydrogenase:CCnc:Pt:Ser/Plas:Qn:Reaction: lactate to pyruvate
LP31953-0	Chemistry methods	METHOD	LP6480-0	Reaction: pyruvate to lactate	METHOD	14805-6	Lactate dehydrogenase:CCnc:Pt:Ser/Plas:Qn:Reaction: pyruvate to lactate
LP31953-0	Chemistry methods	METHOD	LP6480-0	Reaction: pyruvate to lactate	METHOD	60023-9	Lactate dehydrogenase:CCnc:Pt:CSF:Qn:Reaction: pyruvate to lactate
LP31953-0	Chemistry methods	METHOD	LP6480-0	Reaction: pyruvate to lactate	METHOD	60020-5	Lactate dehydrogenase:CCnc:Pt:Periton fld:Qn:Reaction: pyruvate to lactate
LP31953-0	Chemistry methods	METHOD	LP6480-0	Reaction: pyruvate to lactate	METHOD	60021-3	Lactate dehydrogenase:CCnc:Pt:Plr fld:Qn:Reaction: pyruvate to lactate
LP31953-0	Chemistry methods	METHOD	LP6480-0	Reaction: pyruvate to lactate	METHOD	60017-1	Lactate dehydrogenase:CCnc:Pt:Body fld:Qn:Reaction: pyruvate to lactate
LP31953-0	Chemistry methods	METHOD	LP6480-0	Reaction: pyruvate to lactate	METHOD	60018-9	Lactate dehydrogenase:CCnc:Pt:Pericard fld:Qn:Reaction: pyruvate to lactate
LP31953-0	Chemistry methods	METHOD	LP6480-0	Reaction: pyruvate to lactate	METHOD	68452-2	Lactate dehydrogenase:CCnc:Pt:Synv fld:Qn:Reaction: pyruvate to lactate
LP31953-0	Chemistry methods	METHOD	LP6525-2	Spectrophotometry	METHOD	85379-6	Purine/pyrimidine:Ratio:Pt:RBC:Qn:Spectrophotometry
LP31953-0	Chemistry methods	METHOD	LP6525-2	Spectrophotometry	METHOD		
LP31953-0	Chemistry methods	METHOD	LP6525-2	Spectrophotometry	METHOD	50964-6	Liley Zone:PrThr:Pt:Amnio fld:Ord:Spectrophotometry
LP31953-0	Chemistry methods	METHOD	LP6525-2	Spectrophotometry	METHOD	14335-4	Optical density:OD:Pt:Amnio fld:Qn:Spectrophotometry
LP6525-2	Spectrophotometry	METHOD	LP6232-5	Direct spectrophotometry	METHOD	12476-8	Bilirubin:MCnc:Pt:Amnio fld:Qn:Direct spectrophotometry
LP6525-2	Spectrophotometry	METHOD	LP6232-5	Direct spectrophotometry	METHOD	27198-1	Bilirubin:ACnc:Pt:Amnio fld:Qn:Direct spectrophotometry
LP6525-2	Spectrophotometry	METHOD	LP6232-5	Direct spectrophotometry	METHOD	43887-9	Bilirubin:PrThr:Pt:Amnio fld:Ord:Direct spectrophotometry
LP31953-0	Chemistry methods	METHOD	LP70450-9	SSA	METHOD	53525-2	Protein:PrThr:Pt:Urine:Ord:SSA
LP31953-0	Chemistry methods	METHOD	LP136501-6	Tablet	METHOD	68955-4	Ketones:PrThr:Pt:Bld:Ord:Tablet
LP31953-0	Chemistry methods	METHOD	LP6544-3	Tartrate inhibited	METHOD	16315-4	Acid phosphatase:CCnc:Pt:Bld:Qn:Tartrate inhibited
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	27319-3	Reducing substances:ACnc:Pt:Stool:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	20621-9	Albumin/Creatinine:PrThr:Pt:Urine:Ord:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	2514-8	Ketones:PrThr:Pt:Urine:Ord:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	32547-2	Ketones:SCnc:Pt:Ser/Plas:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	30002-0	Creatinine:SCnc:Pt:Urine:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	30004-6	Creatinine:MCnc:Pt:Urine:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	5914-7	Glucose:PrThr:Pt:Bld:Ord:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	58457-3	Sulfites:PrThr:Pt:Urine:Ord:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	5818-0	Urobilinogen:PrThr:Pt:Urine:Ord:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	50895-2	pH:LsCnc:Pt:Plr fld:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	50896-0	pH:LsCnc:Pt:Body fld:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	50897-8	pH:LsCnc:24H:Urine:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	50949-7	Albumin:PrThr:Pt:Urine:Ord:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	66441-7	Beta hydroxybutyrate:SCnc:Pt:Bld:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	68381-3	pH:LsCnc:Pt:Synv fld:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	68382-1	pH:LsCnc:Pt:Pericard fld:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	68459-7	pH:LsCnc:Pt:Periton fld:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	72269-4	pH:LsCnc:Pt:Vag:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	5932-9	Cholesterol:PrThr:Pt:Bld:Ord:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	75366-5	Lactate:SCnc:Pt:BldC^Fetus:Qn:Test strip
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD		
LP31953-0	Chemistry methods	METHOD	LP6548-4	Test strip	METHOD	98121-7	Protein/Creatinine:PrThr:Pt:Urine:Ord:Test strip
LP6548-4	Test strip	METHOD	LP6550-0	Test strip manual	METHOD	2341-6	Glucose:MCnc:Pt:Bld:Qn:Test strip manual
LP6548-4	Test strip	METHOD	LP32215-3	Detection limit <= 20 mg/L test strip	METHOD	30001-2	Albumin/Creatinine:Ratio:Pt:Urine:Qn:Detection limit <= 20 mg/L test strip
LP6548-4	Test strip	METHOD	LP32215-3	Detection limit <= 20 mg/L test strip	METHOD	11218-5	Albumin:MCnc:Pt:Urine:Qn:Detection limit <= 20 mg/L test strip
LP6548-4	Test strip	METHOD	LP32215-3	Detection limit <= 20 mg/L test strip	METHOD	95232-5	Albumin:PrThr:Pt:Urine:Ord:Detection limit <= 20 mg/L test strip
LP6548-4	Test strip	METHOD	LP32215-3	Detection limit <= 20 mg/L test strip	METHOD	95233-3	Albumin/Creatinine:PrThr:Pt:Urine:Ord:Detection limit <= 20 mg/L test strip
LP6548-4	Test strip	METHOD	LP65527-1	Test strip.automated	METHOD	72516-8	Glucose:SCnc:Pt:Bld:Qn:Test strip.automated
LP6548-4	Test strip	METHOD	LP65527-1	Test strip.automated	METHOD	2340-8	Glucose:MCnc:Pt:Bld:Qn:Test strip.automated
LP31953-0	Chemistry methods	METHOD	LP94759-5	VAP	METHOD	55440-2	Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:VAP
LP31953-0	Chemistry methods	METHOD	LP65001-7	WHO method	METHOD	49926-9	Glucose-6-Phosphate dehydrogenase:CCnt:Pt:RBC:Qn:WHO method
LP31953-0	Chemistry methods	METHOD	LP6762-1	With P-5'-P	METHOD	30239-8	Aspartate aminotransferase:CCnc:Pt:Ser/Plas:Qn:With P-5'-P
LP31953-0	Chemistry methods	METHOD	LP6762-1	With P-5'-P	METHOD	1743-4	Alanine aminotransferase:CCnc:Pt:Ser/Plas:Qn:With P-5'-P
LP31953-0	Chemistry methods	METHOD	LP264591-1	No addition of P-5'-P	METHOD	1744-2	Alanine aminotransferase:CCnc:Pt:Ser/Plas:Qn:No addition of P-5'-P
LP31953-0	Chemistry methods	METHOD	LP264591-1	No addition of P-5'-P	METHOD	44785-4	Alanine aminotransferase:CCnc:Stdy^max:Ser/Plas:Qn:No addition of P-5'-P
LP31953-0	Chemistry methods	METHOD	LP264591-1	No addition of P-5'-P	METHOD	88112-8	Aspartate aminotransferase:CCnc:Pt:Ser/Plas:Qn:No addition of P-5'-P
LP31953-0	Chemistry methods	METHOD	LP100028-2	XR diffraction	METHOD	93504-9	Cholesterol crystals:PrThr:Pt:Calculus:Ord:XR diffraction
LP31953-0	Chemistry methods	METHOD	LP100028-2	XR diffraction	METHOD	59276-6	Calcium hydrogen phosphate dihydrate crystals:PrThr:Pt:Calculus:Ord:XR diffraction
LP31953-0	Chemistry methods	METHOD	LP100028-2	XR diffraction	METHOD	59277-4	Cystine crystals:PrThr:Pt:Calculus:Ord:XR diffraction
LP31953-0	Chemistry methods	METHOD	LP100028-2	XR diffraction	METHOD	59278-2	Calcium oxalate dihydrate crystals:PrThr:Pt:Calculus:Ord:XR diffraction
LP31953-0	Chemistry methods	METHOD	LP100028-2	XR diffraction	METHOD	59279-0	Urate crystals:PrThr:Pt:Calculus:Ord:XR diffraction
LP31953-0	Chemistry methods	METHOD	LP100028-2	XR diffraction	METHOD	59280-8	Urate dihydrate crystals:PrThr:Pt:Calculus:Ord:XR diffraction
LP31675-9	Laboratory	METHOD	LP31937-3	Chromatography methods	METHOD		
LP31937-3	Chromatography methods	METHOD	LP6319-0	HPLC	METHOD	17856-6	Hemoglobin A1c/Hemoglobin.total:MFr:Pt:Bld:Qn:HPLC
LP31937-3	Chromatography methods	METHOD	LP6319-0	HPLC	METHOD	25883-0	Cortisol.free:SCnc:24H:Urine:Qn:HPLC
LP31937-3	Chromatography methods	METHOD	LP6319-0	HPLC	METHOD	25885-5	Cortisol.free:SRat:24H:Urine:Qn:HPLC
LP31937-3	Chromatography methods	METHOD	LP6319-0	HPLC	METHOD	30072-3	Cortisone:MCnc:24H:Urine:Qn:HPLC
LP31937-3	Chromatography methods	METHOD	LP6319-0	HPLC	METHOD	34909-2	Cortisol.free:MCnc:24H:Urine:Qn:HPLC
LP31937-3	Chromatography methods	METHOD	LP6319-0	HPLC	METHOD	35261-7	Cortisol.free:MSCnc:24H:Urine:Qn:HPLC
LP31937-3	Chromatography methods	METHOD	LP6292-9	GC	METHOD	74435-9	Cholesterol.non-esterified/Cholesterol.total:SFr:Pt:Ser/Plas:Qn:GC
LP31937-3	Chromatography methods	METHOD	LP6292-9	GC	METHOD	78749-9	Glycolate:MCnc:Pt:Ser/Plas:Qn:GC
LP31675-9	Laboratory	METHOD	LP32512-3	Hematology methods	METHOD		
LP32512-3	Hematology methods	METHOD	LP31938-1	Sedimentation rate methods	METHOD		
LP31938-1	Sedimentation rate methods	METHOD	LP6758-9	Westergren	METHOD		
LP6758-9	Westergren	METHOD	LP6529-4	Spun Westergren tube	METHOD	71834-6	Cryoglobulin/Serum.total:VFr.DF:Pt:Ser:Qn:Spun Westergren tube
LP6758-9	Westergren	METHOD	LP6529-4	Spun Westergren tube	METHOD	15174-6	Cryoglobulin/Serum.total:VFr:Pt:Ser:Qn:Spun Westergren tube
LP31675-9	Laboratory	METHOD	LP31901-9	Microbiology methods	METHOD		
LP31901-9	Microbiology methods	METHOD	LP6464-4	Probe.amp.tar	METHOD	62320-7	T-cell receptor excision circle:NCnc:Pt:Bld.dot:Qn:Probe.amp.tar
LP31675-9	Laboratory	METHOD	LP6404-0	Molgen	METHOD		
LP6404-0	Molgen	METHOD	LP185800-2	Based on maternal age	METHOD	47223-3	Fetal trisomy 18 risk:Likelihood:Pt:^Fetus:Qn:Based on maternal age
LP6404-0	Molgen	METHOD	LP185800-2	Based on maternal age	METHOD	49090-4	Fetal trisomy 21 risk:Likelihood:Pt:^Fetus:Qn:Based on maternal age
LP6404-0	Molgen	METHOD	LP185800-2	Based on maternal age	METHOD	49091-2	Neural tube defect risk:Likelihood:Pt:^Fetus:Qn:Based on maternal age
LP31675-9	Laboratory	METHOD	LP31899-5	Immunological methods	METHOD		
LP31899-5	Immunological methods	METHOD	LP6320-8	IB	METHOD	99308-9	Acid alpha glucosidase cross-reactive immunologic material (CRIM):PrThr:Pt:WBC:Ord:IB
LP31899-5	Immunological methods	METHOD	LP6320-8	IB	METHOD	99309-7	Acid alpha glucosidase cross-reactive immunologic material (CRIM):PrThr:Pt:Tissue:Ord:IB
LP31899-5	Immunological methods	METHOD	LP6321-6	ICA	METHOD	23884-0	Interleukin 2 receptor:PrThr:Pt:Tiss:Ord:ICA
LP31899-5	Immunological methods	METHOD	LP6322-4	Immune diffusion	METHOD	20855-3	IgG.bovine:MCnc:Pt:Ser:Qn:Immune diffusion
LP31899-5	Immunological methods	METHOD	LP6322-4	Immune diffusion	METHOD	20856-1	IgG.equine:MCnc:Pt:Body Fld^Fetus:Qn:Immune diffusion
LP31899-5	Immunological methods	METHOD	LP6322-4	Immune diffusion	METHOD	20857-9	IgG.equine:MCnc:Pt:Col:Qn:Immune diffusion
LP31899-5	Immunological methods	METHOD	LP6322-4	Immune diffusion	METHOD	48614-2	Cryoglobulin:PrThr:Pt:Ser:Ord:Immune diffusion
LP31899-5	Immunological methods	METHOD	LP6322-4	Immune diffusion	METHOD	55974-0	IgG:MCnc:Pt:Ser:Qn:Immune diffusion
LP31899-5	Immunological methods	METHOD	LP6322-4	Immune diffusion	METHOD	55975-7	IgG:MCnc:Pt:Body fld:Qn:Immune diffusion
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	55844-5	Cortisol.free:MRat:24H:Urine:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	55845-2	Cortisol.free:MCnc:24H:Urine:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	48138-2	Enolase.neuron specific:MCnc:Pt:Ser/Plas:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	25987-9	Testosterone.free:SCnc:Pt:Ser/Plas:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	25882-2	Cortisol.free:SCnc:24H:Urine:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	25884-8	Cortisol.free:SRat:24H:Urine:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	26892-0	Intrinsic factor blocking Ab.IgG:ACnc:Pt:Ser:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	16652-0	Corticotropin:MCnc:Pt:Amnio fld:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	12213-5	Estradiol:MCnc:Pt:Ser:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	6879-1	Corticotropin:MCnc:Pt:Plas:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	92896-0	Aldosterone:MCnc:Pt:Ser/Plas:Qn:RIA
LP31899-5	Immunological methods	METHOD	LP6493-3	RIA	METHOD	9537-2	Intrinsic factor blocking Ab:PrThr:Pt:Ser:Ord:RIA
LP31899-5	Immunological methods	METHOD	LP6228-3	Dilution	METHOD	15156-3	Cancer Ag 125:ACnc:Pt:Body fld:Qn:Dilution
LP31899-5	Immunological methods	METHOD	LP6228-3	Dilution	METHOD	15157-1	Cancer Ag 125:ACnc:Pt:Ser/Plas:Qn:Dilution
LP31899-5	Immunological methods	METHOD	LP6323-2	IF	METHOD	44875-3	IgM Ag:PrThr:Pt:Skin:Ord:IF
LP31899-5	Immunological methods	METHOD	LP6323-2	IF	METHOD	44582-5	IgA:PrThr:Pt:Skin:Ord:IF
LP31899-5	Immunological methods	METHOD	LP6323-2	IF	METHOD	82658-6	Glutamate decarboxylase Ab:PrThr:Pt:CSF:Ord:IF
LP31899-5	Immunological methods	METHOD	LP6323-2	IF	METHOD	82660-2	Glutamate decarboxylase Ab:PrThr:Pt:Ser/Plas:Ord:IF
LP31899-5	Immunological methods	METHOD	LP6323-2	IF	METHOD	71796-7	Promyelocytic leukemia protein distribution pattern:Imp:Pt:Bld/Tiss:Ord:IF
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	71425-3	Natriuretic peptide.B prohormone N-Terminal:MCnc:Pt:Bld:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	6779-3	IgA:MCnc:Pt:Urine:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	6781-9	IgG:MCnc:Pt:Urine:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	6784-3	IgM:MCnc:Pt:Urine:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	6787-6	Immunoglobulin light chains.kappa:PrThr:Pt:Ser:Ord:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	6788-4	Immunoglobulin light chains.kappa/Immunoglobulin light chains.lambda:MRto:Pt:Ser:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	6791-8	Immunoglobulin light chains.lambda:PrThr:Pt:Ser:Ord:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	6793-4	Prealbumin:MCnc:Pt:Ser/Plas:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	77620-3	Arginase-1:MCnc:Pt:Ser:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	77621-1	Natriuretic peptide.B prohormone N-Terminal:MCnc:Pt:Plr fld:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	77622-9	Natriuretic peptide.B prohormone N-Terminal:MCnc:Pt:Dial fld prt:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	77370-5	Procollagen type I.N-terminal propeptide:MCnc:Pt:Ser/Plas:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	76488-6	IgE:MCnc:Pt:Ser/Plas:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	76651-9	Zinc transporter 8 Ab:ACnc:Pt:Ser/Plas:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	72260-3	Tau protein.phosphorylated 181:MCnc:Pt:CSF:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	75241-0	Procalcitonin:MCnc:Pt:Ser/Plas:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	74101-7	Tissue inhibitor of metalloproteinases 1:MCnc:Pt:Ser/Plas:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	78987-5	Provasopressin.C-terminal:SCnc:Pt:Ser/Plas:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	86271-4	Transferrin.gastrointestinal:MCnc:Pt:Stool:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	88054-2	Lipopolysaccharide binding protein:MCnc:Pt:Ser/Plas:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	81768-4	U1 small nuclear ribonucleoprotein 70kD Ab.IgG:ACnc:Pt:Ser:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	81786-6	Chemokine (C-C motif) ligand 17:MCnc:Pt:Ser:Qn:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	81787-4	Myeloperoxidase Ab.IgG:PrThr:Pt:Ser/Plas:Ord:IA
LP31899-5	Immunological methods	METHOD	LP217197-5	IA	METHOD	80828-7	Pepsin A+Pepsinogen A:MCnc:Pt:Respiratory.lower:Qn:IA
