ParentPartNumber	ParentPart	ParentPartTypeName	ChildPartNumber	ChildPart	ChildPartName	LoincNumber	LoincFormalName
LP31392-1	Enzymes	COMPONENT	LP201792-1	Uridine monophosphate synthetase	COMPONENT		
LP201792-1	Uridine monophosphate synthetase	COMPONENT	LP15757-5	Orotate phosphoribosyltransferase	COMPONENT	2687-2	Orotate phosphoribosyltransferase:CCnc:Pt:Ser:Qn:
LP201792-1	Uridine monophosphate synthetase	COMPONENT	LP15758-3	Orotidine-5'-Phosphate decarboxylase	COMPONENT	2688-0	Orotidine-5'-Phosphate decarboxylase:CCnc:Pt:Ser:Qn:
LP31392-1	Enzymes	COMPONENT	LP15936-5	Uridine diphosphate glucose-4-Epimerase	COMPONENT	79469-3	Uridine diphosphate glucose-4-Epimerase:CCnt:Pt:RBC:Qn:
LP31392-1	Enzymes	COMPONENT	LP15936-5	Uridine diphosphate glucose-4-Epimerase	COMPONENT	3099-9	Uridine diphosphate glucose-4-Epimerase:CCnc:Pt:Plas:Qn:
LP31392-1	Enzymes	COMPONENT	LP15940-7	Uridyl transferase	COMPONENT	3100-5	Uridyl transferase:CCnc:Pt:RBC:Qn:
LP31392-1	Enzymes	COMPONENT	LP15940-7	Uridyl transferase	COMPONENT	3101-3	Uridyl transferase:CCnt:Pt:Tiss:Qn:
LP31392-1	Enzymes	COMPONENT	LP15945-6	Uroporphyrinogen decarboxylase	COMPONENT	49596-0	Uroporphyrinogen decarboxylase:ACnc:Pt:RBC:Qn:
LP31392-1	Enzymes	COMPONENT	LP15945-6	Uroporphyrinogen decarboxylase	COMPONENT	18380-6	Uroporphyrinogen decarboxylase:EntCat:Pt:RBC:Qn:
LP31392-1	Enzymes	COMPONENT	LP15945-6	Uroporphyrinogen decarboxylase	COMPONENT	18381-4	Uroporphyrinogen decarboxylase:CCnc:Pt:Bld:Qn:
LP31392-1	Enzymes	COMPONENT	LP15945-6	Uroporphyrinogen decarboxylase	COMPONENT	18476-2	Uroporphyrinogen decarboxylase:PrThr:Pt:RBC:Ord:
LP31392-1	Enzymes	COMPONENT	LP15945-6	Uroporphyrinogen decarboxylase	COMPONENT	3114-6	Uroporphyrinogen decarboxylase:CCnc:Pt:Plas:Qn:
LP31392-1	Enzymes	COMPONENT	LP15044-8	Uroporphyrinogen III synthase	COMPONENT	11066-8	Uroporphyrinogen III synthase:CCnc:Pt:RBC:Qn:
LP31392-1	Enzymes	COMPONENT	LP15044-8	Uroporphyrinogen III synthase	COMPONENT	12811-6	Uroporphyrinogen III synthase:CCnc:Pt:Bld:Qn:
LP31392-1	Enzymes	COMPONENT	LP15044-8	Uroporphyrinogen III synthase	COMPONENT	3115-3	Uroporphyrinogen III synthase:CCnc:Pt:Plas:Qn:
LP7786-9	CHEM	CLASS	LP31400-2	Gases and acid/Base	COMPONENT		
LP31400-2	Gases and acid/Base	COMPONENT	LP15428-3	Base deficit	COMPONENT	1922-4	Base deficit:SCnc:Pt:BldA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15428-3	Base deficit	COMPONENT	1923-2	Base deficit:SCnc:Pt:BldC:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15428-3	Base deficit	COMPONENT	97548-2	Base deficit:SCnc:Pt:BldCV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15428-3	Base deficit	COMPONENT	1924-0	Base deficit:SCnc:Pt:BldV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15428-3	Base deficit	COMPONENT	28637-7	Base deficit:SCnc:Pt:BldCoV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15428-3	Base deficit	COMPONENT	30317-2	Base deficit:SCnc:Pt:BldCoA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15428-3	Base deficit	COMPONENT	30318-0	Base deficit:SCnc:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15428-3	Base deficit	COMPONENT	53116-0	Base deficit:SCnc:Pt:BldMV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15428-3	Base deficit	COMPONENT	59154-5	Base deficit:SCnc:Pt:BldCo:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	1927-3	Base excess:SCnc:Pt:BldV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	19234-4	Base excess:SCnc:Pt:BldMV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	19235-1	Base excess^^standard:SCnc:Pt:BldA:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	19236-9	Base excess^^standard:SCnc:Pt:BldC:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	19237-7	Base excess^^standard:SCnc:Pt:BldV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	19238-5	Base excess^^standard:SCnc:Pt:BldMV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	53085-7	Base excess:SCnc:Pt:Flu.nonbiological:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	28639-3	Base excess:SCnc:Pt:BldCoV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	32300-6	Base excess:SCnc:Pt:BldCo:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	28638-5	Base excess:SCnc:Pt:BldCoA:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	1925-7	Base excess:SCnc:Pt:BldA:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	1926-5	Base excess:SCnc:Pt:BldC:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	97774-4	Base excess^^standard:SCnc:Pt:BldCoV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	97775-1	Base excess^^standard:SCnc:Pt:BldCo:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	60840-6	Base excess:SCnc:Pt:Extracellular fld:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	97546-6	Base excess:SCnc:Pt:BldCV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	97547-4	Base excess^^standard:SCnc:Pt:BldCV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	50820-0	Base excess:SCnc:Pt:BldC^Fetus:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	11555-0	Base excess:SCnc:Pt:Bld:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT	97773-6	Base excess^^standard:SCnc:Pt:BldCoA:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15429-1	Base excess	COMPONENT		
LP15429-1	Base excess	COMPONENT	LP157275-1	Base excess.100% oxygenated	COMPONENT	72720-6	Base excess.100% oxygenated^^standard:SCnc:Pt:BldC:Qn:Calculated
LP15429-1	Base excess	COMPONENT	LP157275-1	Base excess.100% oxygenated	COMPONENT	72721-4	Base excess.100% oxygenated^^standard:SCnc:Pt:BldA:Qn:Calculated
LP15429-1	Base excess	COMPONENT	LP157275-1	Base excess.100% oxygenated	COMPONENT	72722-2	Base excess.100% oxygenated^^standard:SCnc:Pt:BldMV:Qn:Calculated
LP15429-1	Base excess	COMPONENT	LP157275-1	Base excess.100% oxygenated	COMPONENT	72723-0	Base excess.100% oxygenated^^standard:SCnc:Pt:BldV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	14040-0	Carbon dioxide:SCnc:Pt:Stool:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	14640-7	Carbon dioxide:SCnc:Pt:Dial fld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	16551-4	Carbon dioxide:SCnc:Pt:BldC:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	19212-0	Carbon dioxide:PPres:Pt:BldMV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	19223-7	Carbon dioxide:SCnc:Pt:BldMV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	2018-0	Carbon dioxide:PPres:Pt:Amnio fld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	2019-8	Carbon dioxide:PPres:Pt:BldA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	2020-6	Carbon dioxide:PPres:Pt:BldC:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	2021-4	Carbon dioxide:PPres:Pt:BldV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	2022-2	Carbon dioxide:PPres:Pt:CSF:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	2023-0	Carbon dioxide:PPres:Pt:Body fld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	2026-3	Carbon dioxide:SCnc:Pt:BldA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	2027-1	Carbon dioxide:SCnc:Pt:BldV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	2028-9	Carbon dioxide:SCnc:Pt:Ser/Plas:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	20565-8	Carbon dioxide:SCnc:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	28644-3	Carbon dioxide:PPres:Pt:BldCoA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	28645-0	Carbon dioxide:PPres:Pt:BldCoV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	39466-8	Carbon dioxide:SCnc:Pt:BldCoA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	32306-3	Carbon dioxide:PPres:Pt:Urine:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	32771-8	Carbon dioxide^^adjusted to patient's actual temperature:PPres:Pt:BldA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	34520-7	Carbon dioxide:SCnc:Pt:BldCo:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	34705-4	Carbon dioxide^^adjusted to patient's actual temperature:PPres:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	34728-6	Carbon dioxide:SCnc:Pt:Bld:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	40620-7	Carbon dioxide^^adjusted to patient's actual temperature:PPres:Pt:BldC:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	41647-9	Carbon dioxide:SCnc:Pt:BldA:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	35685-7	Carbon dioxide:SCnc:XXX:Urine:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	38253-1	Carbon dioxide:SCnc:Pt:XXX:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	39464-3	Carbon dioxide:SCnc:Pt:Dial fld prt:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	39465-0	Carbon dioxide:SCnc:Pt:BldCoV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	48391-7	Carbon dioxide:SCnc:Pt:BldV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	49694-3	Carbon dioxide^^adjusted to patient's actual temperature:PPres:Pt:BldCoA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	49695-0	Carbon dioxide^^adjusted to patient's actual temperature:PPres:Pt:BldCoV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	50981-0	Carbon dioxide^^adjusted to patient's actual temperature:PPres:Pt:BldMV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	51781-3	Carbon dioxide:SCnc:Pt:BldC:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	40619-9	Carbon dioxide^^adjusted to patient's actual temperature:PPres:Pt:BldV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	53090-7	Carbon dioxide:SCnc:Pt:Flu.nonbiological:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	53458-6	Carbon dioxide:PPres:Pt:Flu.nonbiological:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	57920-1	Carbon dioxide:SCnc:Pt:BldMV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	57921-9	Carbon dioxide:SCnc:Pt:BldCoA:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	57922-7	Carbon dioxide:SCnc:Pt:Ser/Plas:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	47599-6	Carbon dioxide^^adjusted to patient's actual temperature:PPres:Pt:BldCo:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	59165-1	Carbon dioxide:PPres:Pt:Dial fld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	74684-2	Carbon dioxide^post dialysis:SCnc:Pt:Ser/Plas:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	77143-6	Carbon dioxide:SCnc:Pt:Ser/Plas/Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	97538-3	Carbon dioxide:PPres:Pt:BldCV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	97539-1	Carbon dioxide^^adjusted to patient's actual temperature:PPres:Pt:BldCV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	53089-9	Carbon dioxide:SCnc:Pt:Flu.nonbiological:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	13538-4	Carbon dioxide:SCnc:Pt:Urine:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	13540-0	Carbon dioxide:SCnc:Pt:CSF:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	13541-8	Carbon dioxide:SCnc:Pt:Body fld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	14003-8	Carbon dioxide:PPres:Pt:BldCo:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	97545-8	Carbon dioxide:SCnc:Pt:BldCV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	57923-5	Carbon dioxide:SCnc:Pt:BldCoV:Qn:Calculated
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	11211-0	Carbon dioxide:SCnc:Pt:Body fld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT	11557-6	Carbon dioxide:PPres:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15150-3	Carbon dioxide	COMPONENT		
LP15150-3	Carbon dioxide	COMPONENT	LP15470-5	Carbon dioxide.dissolved	COMPONENT	2024-8	Carbon dioxide.dissolved:SCnc:Pt:Plas:Qn:
LP15150-3	Carbon dioxide	COMPONENT	LP15470-5	Carbon dioxide.dissolved	COMPONENT	2025-5	Carbon dioxide.dissolved:SCnc:Pt:RBC:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP344946-1	Carbon monoxide	COMPONENT	99387-3	Carbon monoxide:SCnc:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15472-1	Carbonate	COMPONENT	2033-9	Carbonate:MCnc:Pt:BldA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15472-1	Carbonate	COMPONENT	2034-7	Carbonate:MCnc:Pt:BldV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15472-1	Carbonate	COMPONENT	2035-4	Carbonate:MCnc:Pt:Plas:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP15472-1	Carbonate	COMPONENT	14641-5	Carbonate:PrThr:Pt:Calculus:Ord:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	71888-2	Carboxyhemoglobin/Hemoglobin.total:MFr.DF:Pt:BldC:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	71889-0	Carboxyhemoglobin/Hemoglobin.total:MFr.DF:Pt:BldA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	71890-8	Carboxyhemoglobin/Hemoglobin.total:MFr.DF:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	32160-4	Carboxyhemoglobin:PrThr:Pt:Bld:Ord:Screen
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	41648-7	Carboxyhemoglobin/Hemoglobin.total:MFr:Pt:BldMV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	63523-5	Carboxyhemoglobin/Hemoglobin.total:MFr:Pt:BldCoA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	2032-1	Carboxyhemoglobin/Hemoglobin.total:MFr:Pt:BldV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	20563-3	Carboxyhemoglobin/Hemoglobin.total:MFr:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	31157-1	Carboxyhemoglobin:MCnc:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	97551-6	Carboxyhemoglobin/Hemoglobin.total:MFr:Pt:BldCV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	71886-6	Carboxyhemoglobin/Hemoglobin.total:MFr.DF:Pt:BldCoV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	71887-4	Carboxyhemoglobin/Hemoglobin.total:MFr.DF:Pt:BldCoA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	2029-7	Carboxyhemoglobin:SFr:Pt:RBC:Ord:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	2030-5	Carboxyhemoglobin/Hemoglobin.total:MFr:Pt:BldA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	2031-3	Carboxyhemoglobin/Hemoglobin.total:MFr:Pt:BldC:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	63524-3	Carboxyhemoglobin/Hemoglobin.total:MFr:Pt:BldCoV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	71884-1	Carboxyhemoglobin/Hemoglobin.total:MFr.DF:Pt:BldV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP21418-6	Carboxyhemoglobin	COMPONENT	71885-8	Carboxyhemoglobin/Hemoglobin.total:MFr.DF:Pt:BldMV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP173640-6	Nitric oxide	COMPONENT	74369-0	Nitric oxide:SCnc:Pt:Exhl gas:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT		
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	10837-3	Organic acids:PrThr:Pt:Ser/Plas:Ord:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	10972-8	Organic acids:MCnc:Pt:Urine:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	44343-2	Organic acids/Creatinine:MRto:Pt:Urine:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	55818-9	Organic acids:SCnt:Pt:Stool:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	14295-0	Organic acids/Creatinine:SRto:Pt:Urine:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	17385-6	Organic acids:ACnc:Pt:Urine:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	17386-4	Organic acids:ACnc:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	17387-2	Organic acids:ACnc:Pt:Ser/Plas:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	2676-5	Organic acids:PrThr:Pt:Urine:Ord:
LP31400-2	Gases and acid/Base	COMPONENT	LP14888-9	Organic acids	COMPONENT	38172-3	Organic acids:SCnc:Pt:Ser/Plas:Qn:
LP14888-9	Organic acids	COMPONENT	LP30850-9	Organic acids pattern	COMPONENT	50161-9	Organic acids pattern:Imp:Pt:XXX:Nom:
LP14888-9	Organic acids	COMPONENT	LP30850-9	Organic acids pattern	COMPONENT	53136-8	Organic acids pattern:Imp:Pt:Body fld:Nom:
LP14888-9	Organic acids	COMPONENT	LP30850-9	Organic acids pattern	COMPONENT	49285-0	Organic acids pattern:Imp:Pt:CSF:Nar:
LP14888-9	Organic acids	COMPONENT	LP30850-9	Organic acids pattern	COMPONENT	49286-8	Organic acids pattern:Imp:Pt:Ser/Plas:Nar:
LP14888-9	Organic acids	COMPONENT	LP30850-9	Organic acids pattern	COMPONENT	33475-5	Organic acids pattern:Imp:Pt:Ser/Plas:Nom:
LP14888-9	Organic acids	COMPONENT	LP30850-9	Organic acids pattern	COMPONENT	33476-3	Organic acids pattern:Imp:Pt:CSF:Nom:
LP14888-9	Organic acids	COMPONENT	LP30850-9	Organic acids pattern	COMPONENT	33477-1	Organic acids pattern:Imp:Pt:Urine:Nom:
LP14888-9	Organic acids	COMPONENT	LP30850-9	Organic acids pattern	COMPONENT	49287-6	Organic acids pattern:Imp:Pt:Urine:Nar:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	19258-3	Oxygen^^adjusted to patient's actual temperature:PPres:Pt:BldV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	28649-2	Oxygen:PPres:Pt:BldCoV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	19217-9	Oxygen^^saturation adjusted to 0.5:PPres:Pt:BldMV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	19254-2	Oxygen^^adjusted to patient's actual temperature:PPres:Pt:Bld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	19255-9	Oxygen^^adjusted to patient's actual temperature:PPres:Pt:BldA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	19256-7	Oxygen^^adjusted to patient's actual temperature:PPres:Pt:BldC:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	19257-5	Oxygen^^adjusted to patient's actual temperature:PPres:Pt:BldMV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	49697-6	Oxygen^^adjusted to patient's actual temperature:PPres:Pt:BldCoV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	2703-7	Oxygen:PPres:Pt:BldA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	2704-5	Oxygen:PPres:Pt:BldC:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	2705-2	Oxygen:PPres:Pt:BldV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	2706-0	Oxygen:PPres:Pt:Body fld:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	28648-4	Oxygen:PPres:Pt:BldCoA:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	97541-7	Oxygen^^adjusted to patient's actual temperature:PPres:Pt:BldCV:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	3147-6	Oxygen:PPres:Pt:Exhl gas:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	3148-4	Oxygen:PPres:Pt:Gas:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	3149-2	Oxygen:PPres:Pt:Inhl gas:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	47716-6	Oxygen^^adjusted to patient's actual temperature:PPres:Pt:BldCo:Qn:
LP31400-2	Gases and acid/Base	COMPONENT	LP14536-4	Oxygen	COMPONENT	49696-8	Oxygen^^adjusted to patient's actual temperature:PPres:Pt:BldCoA:Qn:
