# curie_map:
#   linkml: https://w3id.org/linkml/
#   sempav: https://w3id.org/sempav
#   loinc: https://loinc.org/ 
#   CHEBI: http://purl.obolibrary.org/obo/CHEBI_
#   skos: http://www.w3.org/2004/02/skos/core#
# license: https://github.com/mapping-commons/mapping-commons.github.io/blob/main/docs/original_license_applies.md
# mapping_date: '2022-02-23'
# mapping_set_id: http://w3id.org/mapping_commons/disease-mappings/onto-icd10
# mapping_tool: https://github.com/mapping-commons/sssom-py
subject_id	predicate_id	object_id	object_label	mapping_justification
loinc:LP15886-2	skos:exactMatch	CHEBI:26948	thiamine	sempav:HumanCuration
loinc:LP15887-0	skos:exactMatch	CHEBI:9532	thiamine(1+) diphosphate	sempav:HumanCuration
loinc:LP15888-8	skos:exactMatch	CHEBI:18022	thiocyanate	sempav:HumanCuration
loinc:LP15889-6	skos:exactMatch	CHEBI:26977	thiosulfate	sempav:HumanCuration
loinc:LP15890-4	skos:exactMatch	CHEBI:26986	threonine	sempav:HumanCuration
loinc:LP15891-2	skos:exactMatch	CHEBI:15627	thromboxane A2	sempav:HumanCuration
loinc:LP15900-1	skos:exactMatch	CHEBI:30660	thyroxine	sempav:HumanCuration
loinc:LP15911-8	skos:exactMatch	CHEBI:27455	trichloroacetate	sempav:HumanCuration
loinc:LP15922-5	skos:exactMatch	CHEBI:18258	3,3',5-triiodo-L-thyronine	sempav:HumanCuration
loinc:LP15923-3	skos:exactMatch	CHEBI:18258	3,3',5-triiodo-L-thyronine	sempav:HumanCuration
loinc:LP15924-1	skos:exactMatch	CHEBI:18258	3,3',5-triiodo-L-thyronine	sempav:HumanCuration
loinc:LP15925-8	skos:exactMatch	CHEBI:18139	trimethylamine	sempav:HumanCuration
loinc:LP15929-0	skos:exactMatch	CHEBI:9766	Trypsinogen	sempav:HumanCuration
loinc:LP15931-6	skos:exactMatch	CHEBI:27897	tryptophan	sempav:HumanCuration
loinc:LP15933-2	skos:exactMatch	CHEBI:15760	tyramine	sempav:HumanCuration
loinc:LP15934-0	skos:exactMatch	CHEBI:10180	[Tyrosine aminotransferase]	sempav:HumanCuration
loinc:LP15935-7	skos:exactMatch	CHEBI:46818	urate anion	sempav:HumanCuration
loinc:LP15938-1	skos:exactMatch	CHEBI:9321	sulbactam	sempav:HumanCuration
loinc:LP15941-5	skos:exactMatch	CHEBI:36378	urobilin	sempav:HumanCuration
loinc:LP15942-3	skos:exactMatch	CHEBI:29026	urobilinogen	sempav:HumanCuration
loinc:LP15943-1	skos:exactMatch	CHEBI:33549	uronate	sempav:HumanCuration
loinc:LP15946-4	skos:exactMatch	CHEBI:27266	valine	sempav:HumanCuration
loinc:LP15947-2	skos:exactMatch	CHEBI:27622	vanillylmandelate	sempav:HumanCuration
loinc:LP15948-0	skos:exactMatch	CHEBI:80331	Vasoactive intestinal peptide	sempav:HumanCuration
loinc:LP15949-8	skos:exactMatch	CHEBI:9937	vasopressin	sempav:HumanCuration
loinc:LP15951-4	skos:exactMatch	CHEBI:28869	menadione	sempav:HumanCuration
loinc:LP15953-0	skos:exactMatch	CHEBI:15318	xanthine	sempav:HumanCuration
loinc:LP15954-8	skos:exactMatch	CHEBI:71201	xanthurenate	sempav:HumanCuration
loinc:LP15955-5	skos:exactMatch	CHEBI:27353	xylulose	sempav:HumanCuration
loinc:LP15975-3	skos:exactMatch	CHEBI:6827	methicillin	sempav:HumanCuration
loinc:LP15998-5	skos:exactMatch	CHEBI:28304	heparin	sempav:HumanCuration
loinc:LP16012-4	skos:exactMatch	CHEBI:17865	4-methyl-2-oxopentanoate	sempav:HumanCuration
loinc:LP16013-2	skos:exactMatch	CHEBI:16540	pyridin-2-ol	sempav:HumanCuration
loinc:LP16015-7	skos:exactMatch	CHEBI:2379	acebutolol	sempav:HumanCuration
loinc:LP16016-5	skos:exactMatch	CHEBI:44932	acepromazine	sempav:HumanCuration
loinc:LP16017-3	skos:exactMatch	CHEBI:6919	mezlocillin	sempav:HumanCuration
loinc:LP16018-1	skos:exactMatch	CHEBI:27690	acetazolamide	sempav:HumanCuration
loinc:LP16019-9	skos:exactMatch	CHEBI:53773	3'''-O-acetyldigitoxin	sempav:HumanCuration
loinc:LP16020-7	skos:exactMatch	CHEBI:13719	acetylsalicylate	sempav:HumanCuration
loinc:LP16021-5	skos:exactMatch	CHEBI:2569	alfentanil	sempav:HumanCuration
loinc:LP16022-3	skos:exactMatch	CHEBI:135075	alphaprodine	sempav:HumanCuration
loinc:LP16023-1	skos:exactMatch	CHEBI:51211	alprenolol	sempav:HumanCuration
loinc:LP16024-9	skos:exactMatch	CHEBI:2639	amiloride	sempav:HumanCuration
loinc:LP16025-6	skos:exactMatch	CHEBI:16586	6-aminohexanoic acid	sempav:HumanCuration
loinc:LP16026-4	skos:exactMatch	CHEBI:2660	Aminopyrine	sempav:HumanCuration
loinc:LP16027-2	skos:exactMatch	CHEBI:22528	aminosalicylate	sempav:HumanCuration
loinc:LP16028-0	skos:exactMatch	CHEBI:2663	amiodarone	sempav:HumanCuration
loinc:LP16031-4	skos:exactMatch	CHEBI:50694	minocycline	sempav:HumanCuration
loinc:LP16032-2	skos:exactMatch	CHEBI:2675	amoxapine	sempav:HumanCuration
loinc:LP16034-8	skos:exactMatch	CHEBI:35338	amphetamines	sempav:HumanCuration
loinc:LP16035-5	skos:exactMatch	CHEBI:135022	amfetaminil	sempav:HumanCuration
loinc:LP16036-3	skos:exactMatch	CHEBI:61203	anileridine	sempav:HumanCuration
loinc:LP16037-1	skos:exactMatch	CHEBI:2904	atenolol	sempav:HumanCuration
loinc:LP16038-9	skos:exactMatch	CHEBI:22580	anthraquinone	sempav:HumanCuration
loinc:LP16039-7	skos:exactMatch	CHEBI:31225	antipyrine	sempav:HumanCuration
loinc:LP16040-5	skos:exactMatch	CHEBI:2956	azlocillin	sempav:HumanCuration
loinc:LP16041-3	skos:exactMatch	CHEBI:161680	aztreonam	sempav:HumanCuration
loinc:LP16042-1	skos:exactMatch	CHEBI:31252	5,5-diethylbarbituric acid	sempav:HumanCuration
loinc:LP16044-7	skos:exactMatch	CHEBI:3013	bendroflumethiazide	sempav:HumanCuration
loinc:LP16046-2	skos:exactMatch	CHEBI:3044	benzphetamine	sempav:HumanCuration
loinc:LP16047-0	skos:exactMatch	CHEBI:41001	ecgonine benzoate	sempav:HumanCuration
loinc:LP16048-8	skos:exactMatch	CHEBI:27958	cocaine	sempav:HumanCuration
loinc:LP16049-6	skos:exactMatch	CHEBI:3047	benzthiazide	sempav:HumanCuration
loinc:LP16050-4	skos:exactMatch	CHEBI:34583	Bolasterone	sempav:HumanCuration
loinc:LP16051-2	skos:exactMatch	CHEBI:31302	Bromazepam	sempav:HumanCuration
loinc:LP16052-0	skos:exactMatch	CHEBI:3213	bumetanide	sempav:HumanCuration
loinc:LP16053-8	skos:exactMatch	CHEBI:3215	bupivacaine	sempav:HumanCuration
loinc:LP16054-6	skos:exactMatch	CHEBI:3216	buprenorphine	sempav:HumanCuration
loinc:LP16055-3	skos:exactMatch	CHEBI:3228	butabarbital	sempav:HumanCuration
loinc:LP16056-1	skos:exactMatch	CHEBI:599928	moxalactam	sempav:HumanCuration
loinc:LP16057-9	skos:exactMatch	CHEBI:27732	caffeine	sempav:HumanCuration
loinc:LP16058-7	skos:exactMatch	CHEBI:67194	cannabinoid	sempav:HumanCuration
loinc:LP16059-5	skos:exactMatch	CHEBI:66964	Delta(9)-tetrahydrocannabinol	sempav:HumanCuration
loinc:LP16060-3	skos:exactMatch	CHEBI:135445	canrenone	sempav:HumanCuration
loinc:LP16061-1	skos:exactMatch	CHEBI:3387	carbamazepine	sempav:HumanCuration
loinc:LP16062-9	skos:exactMatch	CHEBI:3393	carbenicillin	sempav:HumanCuration
loinc:LP16063-7	skos:exactMatch	CHEBI:4109	D-Cathine	sempav:HumanCuration
loinc:LP16064-5	skos:exactMatch	CHEBI:3480	cefamandole	sempav:HumanCuration
loinc:LP16066-0	skos:exactMatch	CHEBI:474053	cefazolin	sempav:HumanCuration
loinc:LP16067-8	skos:exactMatch	CHEBI:3491	cefonicid	sempav:HumanCuration
loinc:LP16068-6	skos:exactMatch	CHEBI:3611	chlordiazepoxide	sempav:HumanCuration
loinc:LP16069-4	skos:exactMatch	CHEBI:59445	chlormerodrin	sempav:HumanCuration
loinc:LP16070-2	skos:exactMatch	CHEBI:3638	chloroquine	sempav:HumanCuration
loinc:LP16071-0	skos:exactMatch	CHEBI:3640	chlorothiazide	sempav:HumanCuration
loinc:LP16072-8	skos:exactMatch	CHEBI:52010	chlorphenamine	sempav:HumanCuration
loinc:LP16073-6	skos:exactMatch	CHEBI:3646	Chlorphentermine	sempav:HumanCuration
loinc:LP16074-4	skos:exactMatch	CHEBI:3647	chlorpromazine	sempav:HumanCuration
loinc:LP16075-1	skos:exactMatch	CHEBI:3650	chlorpropamide	sempav:HumanCuration
loinc:LP16076-9	skos:exactMatch	CHEBI:3651	chlorprothixene	sempav:HumanCuration
loinc:LP16077-7	skos:exactMatch	CHEBI:3654	chlorthalidone	sempav:HumanCuration
loinc:LP16078-5	skos:exactMatch	CHEBI:3699	cimetidine	sempav:HumanCuration
loinc:LP16079-3	skos:exactMatch	CHEBI:27899	cisplatin	sempav:HumanCuration
loinc:LP16080-1	skos:exactMatch	CHEBI:31413	clobazam	sempav:HumanCuration
loinc:LP16081-9	skos:exactMatch	CHEBI:135069	clobenzorex	sempav:HumanCuration
loinc:LP16082-7	skos:exactMatch	CHEBI:3750	clofibrate	sempav:HumanCuration
loinc:LP16083-5	skos:exactMatch	CHEBI:47780	clomipramine	sempav:HumanCuration
loinc:LP16086-8	skos:exactMatch	CHEBI:3756	clonazepam	sempav:HumanCuration
loinc:LP16087-6	skos:exactMatch	CHEBI:59115	clopenthixol	sempav:HumanCuration
loinc:LP16088-4	skos:exactMatch	CHEBI:59590	clorazepic acid anion	sempav:HumanCuration
loinc:LP16089-2	skos:exactMatch	CHEBI:134887	clorprenaline	sempav:HumanCuration
loinc:LP16090-0	skos:exactMatch	CHEBI:2955	azithromycin	sempav:HumanCuration
loinc:LP16091-8	skos:exactMatch	CHEBI:100147	nalidixic acid	sempav:HumanCuration
loinc:LP16092-6	skos:exactMatch	CHEBI:135372	clostebol	sempav:HumanCuration
loinc:LP16093-4	skos:exactMatch	CHEBI:16714	codeine	sempav:HumanCuration
loinc:LP16095-9	skos:exactMatch	CHEBI:134981	cropropamide	sempav:HumanCuration
loinc:LP16096-7	skos:exactMatch	CHEBI:134931	crotetamide	sempav:HumanCuration
loinc:LP16097-5	skos:exactMatch	CHEBI:3994	cyclizine	sempav:HumanCuration
loinc:LP16098-3	skos:exactMatch	CHEBI:4031	cyclosporin A	sempav:HumanCuration
loinc:LP16101-5	skos:exactMatch	CHEBI:3682	chrysazin	sempav:HumanCuration
loinc:LP16103-1	skos:exactMatch	CHEBI:47781	desipramine	sempav:HumanCuration
loinc:LP16104-9	skos:exactMatch	CHEBI:111762	nordazepam	sempav:HumanCuration
loinc:LP16105-6	skos:exactMatch	CHEBI:4470	dextromethorphan	sempav:HumanCuration
loinc:LP16106-4	skos:exactMatch	CHEBI:74274	dextromoramide	sempav:HumanCuration
loinc:LP16107-2	skos:exactMatch	CHEBI:27808	heroin	sempav:HumanCuration
loinc:LP16108-0	skos:exactMatch	CHEBI:49575	diazepam	sempav:HumanCuration
loinc:LP16109-8	skos:exactMatch	CHEBI:93394	5-[2-(dimethylamino)ethyl]-11-methyl-6-benzo[b][1,4]benzodiazepinone	sempav:HumanCuration
loinc:LP16110-6	skos:exactMatch	CHEBI:247956	cinchocaine	sempav:HumanCuration
loinc:LP16111-4	skos:exactMatch	CHEBI:101085	diclofenamide	sempav:HumanCuration
loinc:LP16112-2	skos:exactMatch	CHEBI:4513	dicoumarol	sempav:HumanCuration
loinc:LP16113-0	skos:exactMatch	CHEBI:28544	digitoxin	sempav:HumanCuration
loinc:LP16115-5	skos:exactMatch	CHEBI:28969	N,N-dimethyltryptamine	sempav:HumanCuration
loinc:LP16116-3	skos:exactMatch	CHEBI:4636	diphenhydramine	sempav:HumanCuration
loinc:LP16117-1	skos:exactMatch	CHEBI:135479	dipipanone	sempav:HumanCuration
loinc:LP16118-9	skos:exactMatch	CHEBI:4657	disopyramide	sempav:HumanCuration
loinc:LP16119-7	skos:exactMatch	CHEBI:4659	disulfiram	sempav:HumanCuration
loinc:LP16120-5	skos:exactMatch	CHEBI:7528	netilmycin	sempav:HumanCuration
loinc:LP16124-7	skos:exactMatch	CHEBI:51380	doxylamine	sempav:HumanCuration
loinc:LP16125-4	skos:exactMatch	CHEBI:4728	dyphylline	sempav:HumanCuration
loinc:LP16126-2	skos:exactMatch	CHEBI:4781	emetine	sempav:HumanCuration
loinc:LP16127-0	skos:exactMatch	CHEBI:4788	encainide	sempav:HumanCuration
loinc:LP16128-8	skos:exactMatch	CHEBI:15407	(-)-ephedrine	sempav:HumanCuration
loinc:LP16130-4	skos:exactMatch	CHEBI:51209	pseudoephedrine	sempav:HumanCuration
loinc:LP16131-2	skos:exactMatch	CHEBI:4858	estazolam	sempav:HumanCuration
loinc:LP16132-0	skos:exactMatch	CHEBI:134847	etafedrine	sempav:HumanCuration
loinc:LP16133-8	skos:exactMatch	CHEBI:92675	etamivan	sempav:HumanCuration
loinc:LP16134-6	skos:exactMatch	CHEBI:4876	etacrynic acid	sempav:HumanCuration
loinc:LP16135-3	skos:exactMatch	CHEBI:4882	ethchlorvynol	sempav:HumanCuration
loinc:LP16136-1	skos:exactMatch	CHEBI:135074	ethoheptazine	sempav:HumanCuration
loinc:LP16137-9	skos:exactMatch	CHEBI:4887	ethosuximide	sempav:HumanCuration
loinc:LP16138-7	skos:exactMatch	CHEBI:4888	ethotoin	sempav:HumanCuration
loinc:LP16139-5	skos:exactMatch	CHEBI:4902	Ethylmorphine	sempav:HumanCuration
loinc:LP16140-3	skos:exactMatch	CHEBI:71415	nitrofurantoin	sempav:HumanCuration
loinc:LP16143-7	skos:exactMatch	CHEBI:134895	fencamfamin	sempav:HumanCuration
loinc:LP16144-5	skos:exactMatch	CHEBI:135451	fenetylline	sempav:HumanCuration
loinc:LP16145-2	skos:exactMatch	CHEBI:5000	fenfluramine	sempav:HumanCuration
loinc:LP16146-0	skos:exactMatch	CHEBI:5004	fenoprofen	sempav:HumanCuration
loinc:LP16147-8	skos:exactMatch	CHEBI:134837	fenproporex	sempav:HumanCuration
loinc:LP16148-6	skos:exactMatch	CHEBI:75984	flecainide	sempav:HumanCuration
loinc:LP16149-4	skos:exactMatch	CHEBI:46345	5-fluorouracil	sempav:HumanCuration
loinc:LP16150-2	skos:exactMatch	CHEBI:5120	fluoxymesterone	sempav:HumanCuration
loinc:LP16151-0	skos:exactMatch	CHEBI:5121	flupenthixol	sempav:HumanCuration
loinc:LP16152-8	skos:exactMatch	CHEBI:5123	fluphenazine	sempav:HumanCuration
loinc:LP16153-6	skos:exactMatch	CHEBI:5128	Flurazepam	sempav:HumanCuration
loinc:LP16154-4	skos:exactMatch	CHEBI:134942	furfenorex	sempav:HumanCuration
loinc:LP16155-1	skos:exactMatch	CHEBI:47426	furosemide	sempav:HumanCuration
loinc:LP16156-9	skos:exactMatch	CHEBI:100246	norfloxacin	sempav:HumanCuration
loinc:LP16157-7	skos:exactMatch	CHEBI:5439	Glutethimide	sempav:HumanCuration
loinc:LP16158-5	skos:exactMatch	CHEBI:5613	haloperidol	sempav:HumanCuration
loinc:LP16159-3	skos:exactMatch	CHEBI:94362	6-amino-2-methyl-2-heptanol	sempav:HumanCuration
loinc:LP16160-1	skos:exactMatch	CHEBI:5778	hydrochlorothiazide	sempav:HumanCuration
loinc:LP16161-9	skos:exactMatch	CHEBI:5779	hydrocodone	sempav:HumanCuration
loinc:LP16162-7	skos:exactMatch	CHEBI:5790	hydromorphone	sempav:HumanCuration
loinc:LP16163-5	skos:exactMatch	CHEBI:5801	hydroxychloroquine	sempav:HumanCuration
loinc:LP16165-0	skos:exactMatch	CHEBI:5855	ibuprofen	sempav:HumanCuration
loinc:LP16166-8	skos:exactMatch	CHEBI:47499	imipramine	sempav:HumanCuration
loinc:LP16167-6	skos:exactMatch	CHEBI:49662	indometacin	sempav:HumanCuration
loinc:LP16168-4	skos:exactMatch	CHEBI:28368	novobiocin	sempav:HumanCuration
loinc:LP16169-2	skos:exactMatch	CHEBI:6125	Ketobemidone	sempav:HumanCuration
loinc:LP16170-0	skos:exactMatch	CHEBI:6343	labetalol	sempav:HumanCuration
loinc:LP16172-6	skos:exactMatch	CHEBI:6838	methotrimeprazine	sempav:HumanCuration
loinc:LP16173-4	skos:exactMatch	CHEBI:6444	Levorphanol	sempav:HumanCuration
loinc:LP16174-2	skos:exactMatch	CHEBI:6456	lidocaine	sempav:HumanCuration
loinc:LP16175-9	skos:exactMatch	CHEBI:30145	lithium atom	sempav:HumanCuration
loinc:LP16176-7	skos:exactMatch	CHEBI:6539	Lorazepam	sempav:HumanCuration
loinc:LP16177-5	skos:exactMatch	CHEBI:52993	lormetazepam	sempav:HumanCuration
loinc:LP16178-3	skos:exactMatch	CHEBI:50841	loxapine	sempav:HumanCuration
loinc:LP16179-1	skos:exactMatch	CHEBI:6605	lysergic acid diethylamide	sempav:HumanCuration
loinc:LP16180-9	skos:exactMatch	CHEBI:6690	Maprotiline	sempav:HumanCuration
loinc:LP16181-7	skos:exactMatch	CHEBI:31807	Medazepam	sempav:HumanCuration
loinc:LP16182-5	skos:exactMatch	CHEBI:7731	ofloxacin	sempav:HumanCuration
loinc:LP16183-3	skos:exactMatch	CHEBI:134883	mefenorex	sempav:HumanCuration
loinc:LP16184-1	skos:exactMatch	CHEBI:6754	Meperidine	sempav:HumanCuration
loinc:LP16185-8	skos:exactMatch	CHEBI:6757	mephenytoin	sempav:HumanCuration
loinc:LP16186-6	skos:exactMatch	CHEBI:6758	mephobarbital	sempav:HumanCuration
loinc:LP16187-4	skos:exactMatch	CHEBI:6761	Meprobamate	sempav:HumanCuration
loinc:LP16188-2	skos:exactMatch	CHEBI:6771	Mersalyl acid	sempav:HumanCuration
loinc:LP16189-0	skos:exactMatch	CHEBI:6780	mesoridazine	sempav:HumanCuration
loinc:LP16190-8	skos:exactMatch	CHEBI:135293	mesterolone	sempav:HumanCuration
loinc:LP16191-6	skos:exactMatch	CHEBI:6810	Methandrostenolone	sempav:HumanCuration
loinc:LP16192-4	skos:exactMatch	CHEBI:6794	metaraminol	sempav:HumanCuration
loinc:LP16193-2	skos:exactMatch	CHEBI:135283	methenolone	sempav:HumanCuration
loinc:LP16194-0	skos:exactMatch	CHEBI:6809	methamphetamine	sempav:HumanCuration
loinc:LP16196-5	skos:exactMatch	CHEBI:6820	methapyrilene	sempav:HumanCuration
loinc:LP16197-3	skos:exactMatch	CHEBI:6832	methocarbamol	sempav:HumanCuration
loinc:LP16198-1	skos:exactMatch	CHEBI:44185	methotrexate	sempav:HumanCuration
loinc:LP16199-9	skos:exactMatch	CHEBI:134817	methoxyphenamine	sempav:HumanCuration
loinc:LP16200-5	skos:exactMatch	CHEBI:61058	alpha-methyl-L-dopa	sempav:HumanCuration
loinc:LP16201-3	skos:exactMatch	CHEBI:90046	Methylephedrine	sempav:HumanCuration
loinc:LP16202-1	skos:exactMatch	CHEBI:6887	methylphenidate	sempav:HumanCuration
loinc:LP16203-9	skos:exactMatch	CHEBI:31837	Methyprylon	sempav:HumanCuration
loinc:LP16204-7	skos:exactMatch	CHEBI:6904	metoprolol	sempav:HumanCuration
loinc:LP16205-4	skos:exactMatch	CHEBI:6916	mexiletine	sempav:HumanCuration
loinc:LP16206-2	skos:exactMatch	CHEBI:7809	oxacillin	sempav:HumanCuration
loinc:LP16207-0	skos:exactMatch	CHEBI:6931	midazolam	sempav:HumanCuration
loinc:LP16208-8	skos:exactMatch	CHEBI:135584	morazone	sempav:HumanCuration
loinc:LP16209-6	skos:exactMatch	CHEBI:60728	N-acetylprocainamide	sempav:HumanCuration
loinc:LP16211-2	skos:exactMatch	CHEBI:7444	nadolol	sempav:HumanCuration
loinc:LP16212-0	skos:exactMatch	CHEBI:7454	nalbuphine	sempav:HumanCuration
loinc:LP16213-8	skos:exactMatch	CHEBI:7458	Nalorphine	sempav:HumanCuration
loinc:LP16214-6	skos:exactMatch	CHEBI:7466	nandrolone	sempav:HumanCuration
loinc:LP16215-3	skos:exactMatch	CHEBI:7476	naproxen	sempav:HumanCuration
loinc:LP16216-1	skos:exactMatch	CHEBI:28670	neopterin	sempav:HumanCuration
loinc:LP16217-9	skos:exactMatch	CHEBI:135797	nicomorphine	sempav:HumanCuration
loinc:LP16218-7	skos:exactMatch	CHEBI:17154	nicotinamide	sempav:HumanCuration
loinc:LP16219-5	skos:exactMatch	CHEBI:18723	nicotine	sempav:HumanCuration
loinc:LP16220-3	skos:exactMatch	CHEBI:134814	nikethamide	sempav:HumanCuration
loinc:LP16221-1	skos:exactMatch	CHEBI:7581	nitrazepam	sempav:HumanCuration
loinc:LP16222-9	skos:exactMatch	CHEBI:27701	oxytetracycline	sempav:HumanCuration
loinc:LP16223-7	skos:exactMatch	CHEBI:135282	norethandrolone	sempav:HumanCuration
loinc:LP16224-5	skos:exactMatch	CHEBI:134779	norfenefrine	sempav:HumanCuration
loinc:LP16225-2	skos:exactMatch	CHEBI:472805	ouabain	sempav:HumanCuration
loinc:LP16226-0	skos:exactMatch	CHEBI:7820	oxandrolone	sempav:HumanCuration
loinc:LP16227-8	skos:exactMatch	CHEBI:7823	oxazepam	sempav:HumanCuration
loinc:LP16228-6	skos:exactMatch	CHEBI:29081	synephrine	sempav:HumanCuration
loinc:LP16230-2	skos:exactMatch	CHEBI:34903	Oranabol	sempav:HumanCuration
loinc:LP16231-0	skos:exactMatch	CHEBI:7864	oxymetholone	sempav:HumanCuration
loinc:LP16232-8	skos:exactMatch	CHEBI:50199	pefloxacin	sempav:HumanCuration
loinc:LP16233-6	skos:exactMatch	CHEBI:76258	oxyphenbutazone	sempav:HumanCuration
loinc:LP16234-4	skos:exactMatch	CHEBI:103855	4-(2-aminopropyl)phenol	sempav:HumanCuration
loinc:LP16235-1	skos:exactMatch	CHEBI:27909	paraldehyde	sempav:HumanCuration
loinc:LP16236-9	skos:exactMatch	CHEBI:7953	pemoline	sempav:HumanCuration
loinc:LP16237-7	skos:exactMatch	CHEBI:18208	benzylpenicillin	sempav:HumanCuration
loinc:LP16238-5	skos:exactMatch	CHEBI:27446	phenoxymethylpenicillin	sempav:HumanCuration
loinc:LP16239-3	skos:exactMatch	CHEBI:7982	pentazocine	sempav:HumanCuration
loinc:LP16240-1	skos:exactMatch	CHEBI:34910	pentetrazol	sempav:HumanCuration
loinc:LP16241-9	skos:exactMatch	CHEBI:7983	pentobarbital	sempav:HumanCuration
loinc:LP16242-7	skos:exactMatch	CHEBI:8028	perphenazine	sempav:HumanCuration
loinc:LP16243-5	skos:exactMatch	CHEBI:8050	phenacetin	sempav:HumanCuration
loinc:LP16244-3	skos:exactMatch	CHEBI:8056	phenazocine	sempav:HumanCuration
loinc:LP16245-0	skos:exactMatch	CHEBI:8059	Phendimetrazine	sempav:HumanCuration
loinc:LP16247-6	skos:exactMatch	CHEBI:8067	phenmetrazine	sempav:HumanCuration
loinc:LP16248-4	skos:exactMatch	CHEBI:38093	phenothiazines	sempav:HumanCuration
loinc:LP16249-2	skos:exactMatch	CHEBI:8079	Phensuximide	sempav:HumanCuration
loinc:LP16250-0	skos:exactMatch	CHEBI:8080	phentermine	sempav:HumanCuration
loinc:LP16251-8	skos:exactMatch	CHEBI:48574	phenylbutazone	sempav:HumanCuration
loinc:LP16252-6	skos:exactMatch	CHEBI:8093	phenylephrine	sempav:HumanCuration
loinc:LP16253-4	skos:exactMatch	CHEBI:8104	phenylpropanolamine	sempav:HumanCuration
loinc:LP16254-2	skos:exactMatch	CHEBI:134798	pholedrine	sempav:HumanCuration
loinc:LP16255-9	skos:exactMatch	CHEBI:8214	pindolol	sempav:HumanCuration
loinc:LP16256-7	skos:exactMatch	CHEBI:8232	piperacillin	sempav:HumanCuration
loinc:LP16257-5	skos:exactMatch	CHEBI:135101	pipradrol	sempav:HumanCuration
loinc:LP16258-3	skos:exactMatch	CHEBI:258351	practolol	sempav:HumanCuration
loinc:LP16259-1	skos:exactMatch	CHEBI:8362	Prazepam	sempav:HumanCuration
loinc:LP16260-9	skos:exactMatch	CHEBI:8426	probenecid	sempav:HumanCuration
loinc:LP16261-7	skos:exactMatch	CHEBI:8428	procainamide	sempav:HumanCuration
loinc:LP16263-3	skos:exactMatch	CHEBI:134898	prolintane	sempav:HumanCuration
loinc:LP16264-1	skos:exactMatch	CHEBI:8459	promazine	sempav:HumanCuration
loinc:LP16265-8	skos:exactMatch	CHEBI:52427	phenethicillin	sempav:HumanCuration
loinc:LP16266-6	skos:exactMatch	CHEBI:8499	propranolol	sempav:HumanCuration
loinc:LP16267-4	skos:exactMatch	CHEBI:134783	propylhexedrine	sempav:HumanCuration
loinc:LP16268-2	skos:exactMatch	CHEBI:8597	protriptyline	sempav:HumanCuration
loinc:LP16269-0	skos:exactMatch	CHEBI:6762	mepyramine	sempav:HumanCuration
loinc:LP16270-8	skos:exactMatch	CHEBI:134998	pyrovalerone	sempav:HumanCuration
loinc:LP16271-6	skos:exactMatch	CHEBI:28593	quinidine	sempav:HumanCuration
loinc:LP16273-2	skos:exactMatch	CHEBI:15854	quinine	sempav:HumanCuration
loinc:LP16274-0	skos:exactMatch	CHEBI:28077	rifampicin	sempav:HumanCuration
loinc:LP16275-7	skos:exactMatch	CHEBI:32114	salicylamide	sempav:HumanCuration
loinc:LP16276-5	skos:exactMatch	CHEBI:26596	salicylates	sempav:HumanCuration
loinc:LP16277-3	skos:exactMatch	CHEBI:9073	secobarbital	sempav:HumanCuration
loinc:LP16279-9	skos:exactMatch	CHEBI:63622	sotalol	sempav:HumanCuration
loinc:LP16280-7	skos:exactMatch	CHEBI:9241	spironolactone	sempav:HumanCuration
loinc:LP16281-5	skos:exactMatch	CHEBI:9249	stanozolol	sempav:HumanCuration
loinc:LP16282-3	skos:exactMatch	CHEBI:17076	streptomycin	sempav:HumanCuration
loinc:LP16283-1	skos:exactMatch	CHEBI:35358	sulfonamide	sempav:HumanCuration
loinc:LP16284-9	skos:exactMatch	CHEBI:29687	teicoplanin	sempav:HumanCuration
loinc:LP16285-6	skos:exactMatch	CHEBI:9468	tetracaine	sempav:HumanCuration
loinc:LP16286-4	skos:exactMatch	CHEBI:27902	tetracycline	sempav:HumanCuration
loinc:LP16287-2	skos:exactMatch	CHEBI:28320	tetrahydrocortisol	sempav:HumanCuration
loinc:LP16288-0	skos:exactMatch	CHEBI:28177	theophylline	sempav:HumanCuration
loinc:LP16289-8	skos:exactMatch	CHEBI:102166	thiopental	sempav:HumanCuration
loinc:LP16290-6	skos:exactMatch	CHEBI:9566	thioridazine	sempav:HumanCuration
loinc:LP16291-4	skos:exactMatch	CHEBI:9587	ticarcillin	sempav:HumanCuration
loinc:LP16293-0	skos:exactMatch	CHEBI:39465	timolol	sempav:HumanCuration
loinc:LP16294-8	skos:exactMatch	CHEBI:28864	tobramycin	sempav:HumanCuration
loinc:LP16295-5	skos:exactMatch	CHEBI:9611	tocainide	sempav:HumanCuration
loinc:LP16296-3	skos:exactMatch	CHEBI:27999	tolbutamide	sempav:HumanCuration
loinc:LP16297-1	skos:exactMatch	CHEBI:9654	trazodone	sempav:HumanCuration
loinc:LP16298-9	skos:exactMatch	CHEBI:9674	triazolam	sempav:HumanCuration
loinc:LP16299-7	skos:exactMatch	CHEBI:45951	trifluoperazine	sempav:HumanCuration
loinc:LP16301-1	skos:exactMatch	CHEBI:9727	Trimethadione	sempav:HumanCuration
loinc:LP16303-7	skos:exactMatch	CHEBI:9738	trimipramine	sempav:HumanCuration
